Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A pilot study identifying statin nonadherence with visit-to-visit variability of low-density lipoprotein cholesterol.","/pubmed/23433758","Mann DM, Glazer NL, Winter M, Paasche-Orlow MK, Muntner P, Shimbo D, Adams WG, Kressin NR, Zhang Y, Choi H, Cabral H.","Am J Cardiol. 2013 May 15;111(10):1437-42. doi: 10.1016/j.amjcard.2013.01.297.","Am J Cardiol.  2013","PubMed","citation","PMID:23433758 | PMCID:PMC3644321","pubmed","23433758","create date:2013/02/26 | first author:Mann DM",
"Are components of the medical home differentially associated with child health care utilization, health, and health promoting behavior outcomes?","/pubmed/23460651","Long WE, Cabral HJ, Garg A.","Clin Pediatr (Phila). 2013 May;52(5):423-32. doi: 10.1177/0009922813479161.","Clin Pediatr (Phila).  2013","PubMed","citation","PMID:23460651","pubmed","23460651","create date:2013/03/06 | first author:Long WE",
"Effects of race and language on patient-centered cancer nursing care and patient outcomes.","/pubmed/23728032","Radwin LE, Cabral HJ, Woodworth TS.","J Health Care Poor Underserved. 2013 May;24(2):619-32. doi: 10.1353/hpu.2013.0058.","J Health Care Poor Underserved.  2013","PubMed","citation","PMID:23728032","pubmed","23728032","create date:2013/06/04 | first author:Radwin LE",
"Antihypertensive drugs and the risk of congenital anomalies.","/pubmed/23553869","Vasilakis-Scaramozza C, Aschengrau A, Cabral HJ, Jick SS.","Pharmacotherapy. 2013 May;33(5):476-82. doi: 10.1002/phar.1212.","Pharmacotherapy.  2013","PubMed","citation","PMID:23553869","pubmed","23553869","create date:2013/04/05 | first author:Vasilakis-Scaramozza C",
"Evaluating racial/ethnic variations in outpatient epilepsy care.","/pubmed/23399943","Avetisyan R, Cabral H, Montouris G, Jarrett K, Shapiro GD, Berlowitz DR, Kase CS, Kazis LE.","Epilepsy Behav. 2013 Apr;27(1):95-101. doi: 10.1016/j.yebeh.2012.12.020.","Epilepsy Behav.  2013","PubMed","citation","PMID:23399943","pubmed","23399943","create date:2013/02/13 | first author:Avetisyan R",
"Venous thromboembolism after joint replacement in older male veterans with comorbidity.","/pubmed/23581913","Kapoor A, Chew P, Silliman RA, Hylek EM, Katz JN, Cabral H, Berlowitz D.","J Am Geriatr Soc. 2013 Apr;61(4):590-601. doi: 10.1111/jgs.12161.","J Am Geriatr Soc.  2013","PubMed","citation","PMID:23581913 | PMCID:PMC3734860","pubmed","23581913","create date:2013/04/16 | first author:Kapoor A",
"Differences in risk factors for suicide attempts among 9th and 11th grade youth: a longitudinal perspective.","/pubmed/23008186","Fried LE, Williams S, Cabral H, Hacker K.","J Sch Nurs. 2013 Apr;29(2):113-22. doi: 10.1177/1059840512461010.","J Sch Nurs.  2013","PubMed","citation","PMID:23008186","pubmed","23008186","create date:2012/09/26 | first author:Fried LE",
"Asthma drugs and the risk of congenital anomalies.","/pubmed/23450814","Vasilakis-Scaramozza C, Aschengrau A, Cabral HJ, Jick SS.","Pharmacotherapy. 2013 Apr;33(4):363-8. doi: 10.1002/phar.1213.","Pharmacotherapy.  2013","PubMed","citation","PMID:23450814","pubmed","23450814","create date:2013/03/02 | first author:Vasilakis-Scaramozza C",
"Dynamics of breast milk HIV-1 RNA with unilateral mastitis or abscess.","/pubmed/23202812","Semrau K, Kuhn L, Brooks DR, Cabral H, Sinkala M, Kankasa C, Thea DM, Aldrovandi GM.","J Acquir Immune Defic Syndr. 2013 Mar 1;62(3):348-55. doi: 10.1097/QAI.0b013e31827e64d4.","J Acquir Immune Defic Syndr.  2013","PubMed","citation","PMID:23202812 | PMCID:PMC3647002","pubmed","23202812","create date:2012/12/04 | first author:Semrau K",
"Relevance of the Surgical Care Improvement Project on glycemic control in patients undergoing cardiac surgery who receive continuous insulin infusions.","/pubmed/23062416","McDonnell ME, Alexanian SM, Junqueira A, Cabral H, Lazar HL.","J Thorac Cardiovasc Surg. 2013 Feb;145(2):590-4; discussion 595-7. doi: 10.1016/j.jtcvs.2012.09.031.","J Thorac Cardiovasc Surg.  2013","PubMed","citation","PMID:23062416","pubmed","23062416","create date:2012/10/16 | first author:McDonnell ME",
"The Boston Residue and Clearance Scale: preliminary reliability and validity testing.","/pubmed/25033761","Kaneoka AS, Langmore SE, Krisciunas GP, Field K, Scheel R, McNally E, Walsh MJ, O'Dea MB, Cabral H.","Folia Phoniatr Logop. 2013;65(6):312-7. doi: 10.1159/000365006.","Folia Phoniatr Logop.  2013","PubMed","citation","PMID:25033761","pubmed","25033761","create date:2014/07/19 | first author:Kaneoka AS",
"Association between self-reported depression and screening colonoscopy participation.","/pubmed/24402077","Calderwood AH, Bacic J, Kazis LE, Cabral H.","J Ambul Care Manage. 2013 Oct-Dec;36(4):345-55. doi: 10.1097/JAC.0b013e3182a3e73f.","J Ambul Care Manage.  2013","PubMed","citation","PMID:24402077 | PMCID:PMC3967741","pubmed","24402077","create date:2014/01/10 | first author:Calderwood AH",
"Tuboovarian abscess. Factors associated with operative intervention after failed antibiotic therapy.","/pubmed/23539877","Greenstein Y, Shah AJ, Vragovic O, Cabral H, Soto-Wright V, Borgatta L, Kuohung W.","J Reprod Med. 2013 Mar-Apr;58(3-4):101-6.","J Reprod Med.  2013","PubMed","citation","PMID:23539877","pubmed","23539877","create date:2013/04/02 | first author:Greenstein Y",
"Reliability of height and weight measurements collected by physical education teachers for a school-based body mass index surveillance and screening system.","/pubmed/23253287","Berkson SS, Espinola J, Corso KA, Cabral H, McGowan R, Chomitz VR.","J Sch Health. 2013 Jan;83(1):21-7. doi: 10.1111/j.1746-1561.2012.00743.x.","J Sch Health.  2013","PubMed","citation","PMID:23253287","pubmed","23253287","create date:2012/12/21 | first author:Berkson SS",
"Opioids and risk of type 2 diabetes in adults with non-cancer pain.","/pubmed/23340536","Li L, Setoguchi S, Cabral H, Jick S.","Pain Physician. 2013 Jan;16(1):77-88.","Pain Physician.  2013","PubMed","citation","PMID:23340536","pubmed","23340536","create date:2013/01/24 | first author:Li L",
"Differential expression of exosomal microRNAs in prefrontal cortices of schizophrenia and bipolar disorder patients.","/pubmed/23382797","Banigan MG, Kao PF, Kozubek JA, Winslow AR, Medina J, Costa J, Schmitt A, Schneider A, Cabral H, Cagsal-Getkin O, Vanderburg CR, Delalle I.","PLoS One. 2013;8(1):e48814. doi: 10.1371/journal.pone.0048814.","PLoS One.  2013","PubMed","citation","PMID:23382797 | PMCID:PMC3559697","pubmed","23382797","create date:2013/02/06 | first author:Banigan MG",
"Dental case manager encounters: the association with retention in dental care and treatment plan completion.","/pubmed/23451927","Lemay CA, Tobias C, Umez-Eronini AA, Brown C, McCluskey A, Fox JE, Bednarsh H, Cabral HJ.","Spec Care Dentist. 2013 Mar-Apr;33(2):70-7. doi: 10.1111/j.1754-4505.2012.00293.x.","Spec Care Dentist.  2013","PubMed","citation","PMID:23451927","pubmed","23451927","create date:2013/03/05 | first author:Lemay CA",
"Evaluation results from an active living intervention in Somerville, Massachusetts.","/pubmed/23079268","Chomitz VR, McDonald JC, Aske DB, Arsenault LN, Rioles NA, Brukilacchio LB, Hacker KA, Cabral HJ.","Am J Prev Med. 2012 Nov;43(5 Suppl 4):S367-78. doi: 10.1016/j.amepre.2012.06.028.","Am J Prev Med.  2012","PubMed","citation","PMID:23079268","pubmed","23079268","create date:2012/10/25 | first author:Chomitz VR",
"The Framingham Brain Donation Program: neuropathology along the cognitive continuum.","/pubmed/22471865","Au R, Seshadri S, Knox K, Beiser A, Himali JJ, Cabral HJ, Auerbach S, Green RC, Wolf PA, McKee AC.","Curr Alzheimer Res. 2012 Jul;9(6):673-86.","Curr Alzheimer Res.  2012","PubMed","citation","PMID:22471865 | PMCID:PMC3622706","pubmed","22471865","create date:2012/04/05 | first author:Au R",
"Methamphetamine use and dental problems among adults enrolled in a program to increase access to oral health services for people living with HIV/AIDS.","/pubmed/22547874","Walter AW, Bachman SS, Reznik DA, Cabral H, Umez-Eronini A, Nath A, Flournoy MW, Young NS.","Public Health Rep. 2012 May;127 Suppl 2:25-35.","Public Health Rep.  2012","PubMed","citation","PMID:22547874 | PMCID:PMC3314390","pubmed","22547874","create date:2012/05/04 | first author:Walter AW",
"Pharmacy communication to adolescents and their physicians regarding access to emergency contraception.","/pubmed/22451704","Wilkinson TA, Fahey N, Shields C, Suther E, Cabral HJ, Silverstein M.","Pediatrics. 2012 Apr;129(4):624-9. doi: 10.1542/peds.2011-3760.","Pediatrics.  2012","PubMed","citation","PMID:22451704","pubmed","22451704","create date:2012/03/28 | first author:Wilkinson TA",
"Emergency department use by primary care patients at a safety-net hospital.","/pubmed/22332165","Lasser KE, Kronman AC, Cabral H, Samet JH.","Arch Intern Med. 2012 Feb 13;172(3):278-80. doi: 10.1001/archinternmed.2011.709. No abstract available. ","Arch Intern Med.  2012","PubMed","citation","PMID:22332165","pubmed","22332165","create date:2012/02/15 | first author:Lasser KE",
"Access to emergency contraception for adolescents.","/pubmed/22182591","Wilkinson TA, Fahey N, Suther E, Cabral HJ, Silverstein M.","JAMA. 2012 Jan 25;307(4):362-3. doi: 10.1001/jama.2011.1949. No abstract available. ","JAMA.  2012","PubMed","citation","PMID:22182591","pubmed","22182591","create date:2011/12/21 | first author:Wilkinson TA",
"Effect of high parity on occurrence of some fetal growth indices: a cohort study.","/pubmed/22870043","Al-Farsi YM, Brooks DR, Werler MM, Cabral HJ, Al-Shafaee MA, Wallenburg HC.","Int J Womens Health. 2012;4:289-93. doi: 10.2147/IJWH.S32190.","Int J Womens Health.  2012","PubMed","citation","PMID:22870043 | PMCID:PMC3410699","pubmed","22870043","create date:2012/08/08 | first author:Al-Farsi YM",
"The value of the medical home for children without special health care needs.","/pubmed/22184647","Long WE, Bauchner H, Sege RD, Cabral HJ, Garg A.","Pediatrics. 2012 Jan;129(1):87-98. doi: 10.1542/peds.2011-1739.","Pediatrics.  2012","PubMed","citation","PMID:22184647 | PMCID:PMC3357044","pubmed","22184647","create date:2011/12/21 | first author:Long WE",
"Exclusive breastfeeding, maternal HIV disease, and the risk of clinical breast pathology in HIV-infected, breastfeeding women.","/pubmed/21784403","Semrau K, Kuhn L, Brooks DR, Cabral H, Sinkala M, Kankasa C, Thea DM, Aldrovandi GM.","Am J Obstet Gynecol. 2011 Oct;205(4):344.e1-8. doi: 10.1016/j.ajog.2011.06.021.","Am J Obstet Gynecol.  2011","PubMed","citation","PMID:21784403 | PMCID:PMC3217158","pubmed","21784403","create date:2011/07/26 | first author:Semrau K",
"Effects of aggressive versus moderate glycemic control on clinical outcomes in diabetic coronary artery bypass graft patients.","/pubmed/21865944","Lazar HL, McDonnell MM, Chipkin S, Fitzgerald C, Bliss C, Cabral H.","Ann Surg. 2011 Sep;254(3):458-63; discussion 463-4. doi: 10.1097/SLA.0b013e31822c5d78.","Ann Surg.  2011","PubMed","citation","PMID:21865944","pubmed","21865944","create date:2011/08/26 | first author:Lazar HL",
"The effect of topical vancomycin applied to sternotomy incisions on postoperative serum vancomycin levels.","/pubmed/21951032","Lazar HL, Barlam T, Cabral H.","J Card Surg. 2011 Sep;26(5):461-5. doi: 10.1111/j.1540-8191.2011.01300.x.","J Card Surg.  2011","PubMed","citation","PMID:21951032","pubmed","21951032","create date:2011/09/29 | first author:Lazar HL",
"Problem-solving education to prevent depression among low-income mothers of preterm infants: a randomized controlled pilot trial.","/pubmed/21667323","Silverstein M, Feinberg E, Cabral H, Sauder S, Egbert L, Schainker E, Kamholz K, Hegel M, Beardslee W.","Arch Womens Ment Health. 2011 Aug;14(4):317-24. doi: 10.1007/s00737-011-0222-6.","Arch Womens Ment Health.  2011","PubMed","citation","PMID:21667323","pubmed","21667323","create date:2011/06/15 | first author:Silverstein M",
"Adhesive strips versus subcuticular suture for mediansternotomy wound closure.","/pubmed/21554389","Lazar HL, McCann J, Fitzgerald CA, Cabral HJ.","J Card Surg. 2011 Jul;26(4):344-7. doi: 10.1111/j.1540-8191.2011.01257.x.","J Card Surg.  2011","PubMed","citation","PMID:21554389","pubmed","21554389","create date:2011/05/11 | first author:Lazar HL",
"Is a rising cesarean delivery rate inevitable? Trends in industrialized countries, 1987 to 2007.","/pubmed/21599731","Declercq E, Young R, Cabral H, Ecker J.","Birth. 2011 Jun;38(2):99-104. doi: 10.1111/j.1523-536X.2010.00459.x.","Birth.  2011","PubMed","citation","PMID:21599731","pubmed","21599731","create date:2011/05/24 | first author:Declercq E",
"Potential impact of trauma on the ability to prevent depression among low-income mothers.","/pubmed/21506207","Silverstein M, Feinberg E, Cabral H, Linhart YD, Sandler J, Hegel M, Appugliese DP, Beardslee W.","Depress Anxiety. 2011 Jun;28(6):478-84. doi: 10.1002/da.20817.","Depress Anxiety.  2011","PubMed","citation","PMID:21506207 | PMCID:PMC3110557","pubmed","21506207","create date:2011/04/21 | first author:Silverstein M",
"Are there effects of intrauterine cocaine exposure on delinquency during early adolescence? A preliminary report.","/pubmed/21558951","Gerteis J, Chartrand M, Martin B, Cabral HJ, Rose-Jacobs R, Crooks D, Frank DA.","J Dev Behav Pediatr. 2011 Jun;32(5):393-401. doi: 10.1097/DBP.0b013e318218d9f2.","J Dev Behav Pediatr.  2011","PubMed","citation","PMID:21558951 | PMCID:PMC3129616","pubmed","21558951","create date:2011/05/12 | first author:Gerteis J",
"Is unhealthy substance use associated with failure to receive cancer screening and flu vaccination? A retrospective cross-sectional study.","/pubmed/22021737","Lasser KE, Kim TW, Alford DP, Cabral H, Saitz R, Samet JH.","BMJ Open. 2011 Apr 7;1(1):e000046. doi: 10.1136/bmjopen-2010-000046.","BMJ Open.  2011","PubMed","citation","PMID:22021737 | PMCID:PMC3191402","pubmed","22021737","create date:2011/10/25 | first author:Lasser KE",
"Patient-provider language concordance and colorectal cancer screening.","/pubmed/20857340","Linsky A, McIntosh N, Cabral H, Kazis LE.","J Gen Intern Med. 2011 Feb;26(2):142-7. doi: 10.1007/s11606-010-1512-9.","J Gen Intern Med.  2011","PubMed","citation","PMID:20857340 | PMCID:PMC3019323","pubmed","20857340","create date:2010/09/22 | first author:Linsky A",
"Effect of high parity on occurrence of anemia in pregnancy: a cohort study.","/pubmed/21251269","Al-Farsi YM, Brooks DR, Werler MM, Cabral HJ, Al-Shafei MA, Wallenburg HC.","BMC Pregnancy Childbirth. 2011 Jan 20;11:7. doi: 10.1186/1471-2393-11-7.","BMC Pregnancy Childbirth.  2011","PubMed","citation","PMID:21251269 | PMCID:PMC3033858","pubmed","21251269","create date:2011/01/22 | first author:Al-Farsi YM",
"Comparison of diabetes control among Haitians, African Americans, and non-Hispanic whites in an urban safety-net hospital.","/pubmed/20978100","Vimalananda VG, Rosenzweig JL, Cabral HJ, David MM, Lasser KE.","Diabetes Care. 2011 Jan;34(1):58-60. doi: 10.2337/dc10-1387.","Diabetes Care.  2011","PubMed","citation","PMID:20978100 | PMCID:PMC3005479","pubmed","20978100","create date:2010/10/28 | first author:Vimalananda VG",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Effects of a patient/family-centered practice change on the quality and cost of intensive care: research protocol.","/pubmed/21077929","Radwin LE, Ananian L, Cabral HJ, Keeley A, Currier PF.","J Adv Nurs. 2011 Jan;67(1):215-24. doi: 10.1111/j.1365-2648.2010.05448.x.","J Adv Nurs.  2011","PubMed","citation","PMID:21077929","pubmed","21077929","create date:2010/11/17 | first author:Radwin LE",
"The role of recreational spaces in meeting physical activity recommendations among middle school students.","/pubmed/21350266","Chomitz VR, Aske DB, McDonald J, Cabral H, Hacker KA.","J Phys Act Health. 2011 Jan;8 Suppl 1:S8-S16.","J Phys Act Health.  2011","PubMed","citation","PMID:21350266","pubmed","21350266","create date:2011/03/16 | first author:Chomitz VR",
"Early adolescent executive functioning, intrauterine exposures and own drug use.","/pubmed/21371553","Rose-Jacobs R, Soenksen S, Appugliese DP, Cabral HJ, Richardson MA, Beeghly M, Heeren TC, Frank DA.","Neurotoxicol Teratol. 2011 May-Jun;33(3):379-92. doi: 10.1016/j.ntt.2011.02.013.","Neurotoxicol Teratol.  2011","PubMed","citation","PMID:21371553 | PMCID:PMC3145371","pubmed","21371553","create date:2011/03/05 | first author:Rose-Jacobs R",
"Adolescent initiation of licit and illicit substance use: Impact of intrauterine exposures and post-natal exposure to violence.","/pubmed/20600847","Frank DA, Rose-Jacobs R, Crooks D, Cabral HJ, Gerteis J, Hacker KA, Martin B, Weinstein ZB, Heeren T.","Neurotoxicol Teratol. 2011 Jan-Feb;33(1):100-9. doi: 10.1016/j.ntt.2010.06.002.","Neurotoxicol Teratol.  2011","PubMed","citation","PMID:20600847 | PMCID:PMC3000885","pubmed","20600847","create date:2010/07/06 | first author:Frank DA",
"Rates of hospital visits for assault during pregnancy and the year postpartum: timing matters.","/pubmed/21886326","Nannini A, Lazar J, Berg C, Barger M, Tomashek K, Cabral H, Barfield W, Kotelchuck M.","Public Health Rep. 2011 Sep-Oct;126(5):664-8.","Public Health Rep.  2011","PubMed","citation","PMID:21886326 | PMCID:PMC3151183","pubmed","21886326","create date:2011/09/03 | first author:Nannini A",
"Clinical factors associated with prescription drug use disorder in urban primary care patients with chronic pain.","/pubmed/20338815","Liebschutz JM, Saitz R, Weiss RD, Averbuch T, Schwartz S, Meltzer EC, Claggett-Borne E, Cabral H, Samet JH.","J Pain. 2010 Nov;11(11):1047-55. doi: 10.1016/j.jpain.2009.10.012.","J Pain.  2010","PubMed","citation","PMID:20338815 | PMCID:PMC2892730","pubmed","20338815","create date:2010/03/27 | first author:Liebschutz JM",
"Discrimination and mental health among Somali refugee adolescents: the role of acculturation and gender.","/pubmed/20950297","Ellis BH, MacDonald HZ, Klunk-Gillis J, Lincoln A, Strunin L, Cabral HJ.","Am J Orthopsychiatry. 2010 Oct;80(4):564-75. doi: 10.1111/j.1939-0025.2010.01061.x.","Am J Orthopsychiatry.  2010","PubMed","citation","PMID:20950297","pubmed","20950297","create date:2010/10/19 | first author:Ellis BH",
"Selective disruption of the cerebral neocortex in Alzheimer's disease.","/pubmed/20886094","Desikan RS, Sabuncu MR, Schmansky NJ, Reuter M, Cabral HJ, Hess CP, Weiner MW, Biffi A, Anderson CD, Rosand J, Salat DH, Kemper TL, Dale AM, Sperling RA, Fischl B; Alzheimer's Disease Neuroimaging Initiative..","PLoS One. 2010 Sep 23;5(9):e12853. doi: 10.1371/journal.pone.0012853.","PLoS One.  2010","PubMed","citation","PMID:20886094 | PMCID:PMC2944799","pubmed","20886094","create date:2010/10/05 | first author:Desikan RS",
"Effect of high parity on the occurrence of prediabetes: a cohort study.","/pubmed/20804345","Al-Farsi YM, Brooks DR, Werler MM, Cabral HJ, Al-Shafei MA, Wallenburg HC.","Acta Obstet Gynecol Scand. 2010 Sep;89(9):1182-6. doi: 10.3109/00016349.2010.501854.","Acta Obstet Gynecol Scand.  2010","PubMed","citation","PMID:20804345","pubmed","20804345","create date:2010/09/02 | first author:Al-Farsi YM",
"Age changes in myelinated nerve fibers of the cingulate bundle and corpus callosum in the rhesus monkey.","/pubmed/20533359","Bowley MP, Cabral H, Rosene DL, Peters A.","J Comp Neurol. 2010 Aug 1;518(15):3046-64. doi: 10.1002/cne.22379.","J Comp Neurol.  2010","PubMed","citation","PMID:20533359 | PMCID:PMC2889619","pubmed","20533359","create date:2010/06/10 | first author:Bowley MP",
"Automated MRI measures predict progression to Alzheimer's disease.","/pubmed/20570399","Desikan RS, Cabral HJ, Settecase F, Hess CP, Dillon WP, Glastonbury CM, Weiner MW, Schmansky NJ, Salat DH, Fischl B; Alzheimer's Disease Neuroimaging Initiative..","Neurobiol Aging. 2010 Aug;31(8):1364-74. doi: 10.1016/j.neurobiolaging.2010.04.023.","Neurobiol Aging.  2010","PubMed","citation","PMID:20570399 | PMCID:PMC2902697","pubmed","20570399","create date:2010/06/24 | first author:Desikan RS",
"Trust in Nurses Scale: construct validity and internal reliability evaluation.","/pubmed/20423403","Radwin LE, Cabral HJ.","J Adv Nurs. 2010 Mar;66(3):683-9. doi: 10.1111/j.1365-2648.2009.05168.x.","J Adv Nurs.  2010","PubMed","citation","PMID:20423403","pubmed","20423403","create date:2010/04/29 | first author:Radwin LE",
"Performance of mixed effects models in the analysis of mediated longitudinal data.","/pubmed/20170503","Blood EA, Cabral H, Heeren T, Cheng DM.","BMC Med Res Methodol. 2010 Feb 19;10:16. doi: 10.1186/1471-2288-10-16.","BMC Med Res Methodol.  2010","PubMed","citation","PMID:20170503 | PMCID:PMC2842282","pubmed","20170503","create date:2010/02/23 | first author:Blood EA",
"Healthy Living Cambridge Kids: a community-based participatory effort to promote healthy weight and fitness.","/pubmed/20107461","Chomitz VR, McGowan RJ, Wendel JM, Williams SA, Cabral HJ, King SE, Olcott DB, Cappello M, Breen S, Hacker KA.","Obesity (Silver Spring). 2010 Feb;18 Suppl 1:S45-53. doi: 10.1038/oby.2009.431.","Obesity (Silver Spring).  2010","PubMed","citation","PMID:20107461","pubmed","20107461","create date:2010/01/29 | first author:Chomitz VR",
"Family history of later-onset breast cancer, breast healthy behavior and invasive breast cancer among postmenopausal women: a cohort study.","/pubmed/20939870","Gramling R, Lash TL, Rothman KJ, Cabral HJ, Silliman R, Roberts M, Stefanick ML, Harrigan R, Bertoia ML, Eaton CB.","Breast Cancer Res. 2010;12(5):R82. doi: 10.1186/bcr2727.","Breast Cancer Res.  2010","PubMed","citation","PMID:20939870 | PMCID:PMC3096975","pubmed","20939870","create date:2010/10/14 | first author:Gramling R",
"Expression of inducible nitric oxide synthase in conduits used in patients with diabetes mellitus undergoing coronary revascularization.","/pubmed/19811579","Lazar HL, Joseph L, San Mateo C, Frame J, Cabral HJ, McDonnell M, Chipkin S.","J Card Surg. 2010 Jan-Feb;25(1):120-6. doi: 10.1111/j.1540-8191.2009.00932.x.","J Card Surg.  2010","PubMed","citation","PMID:19811579","pubmed","19811579","create date:2009/10/09 | first author:Lazar HL",
"The accuracy of the central venous blood gas for acid-base monitoring.","/pubmed/20018607","Walkey AJ, Farber HW, O'Donnell C, Cabral H, Eagan JS, Philippides GJ.","J Intensive Care Med. 2010 Mar-Apr;25(2):104-10. doi: 10.1177/0885066609356164.","J Intensive Care Med.  2010","PubMed","citation","PMID:20018607","pubmed","20018607","create date:2009/12/19 | first author:Walkey AJ",
"A protocol for capturing daily variability in nursing care.","/pubmed/20446380","Radwin LE, Cabral HJ, Chen L, Jennings BM.","Nurs Econ. 2010 Mar-Apr;28(2):95-105.","Nurs Econ.  2010","PubMed","citation","PMID:20446380","pubmed","20446380","create date:2010/05/08 | first author:Radwin LE",
"Hospital use and associated costs of children aged zero-to-two years with craniofacial malformations in Massachusetts.","/pubmed/19830851","Weiss J, Kotelchuck M, Grosse SD, Manning SE, Anderka M, Wyszynski DF, Cabral H, Barfield W, Garcia R, Lu E, Higgins C.","Birth Defects Res A Clin Mol Teratol. 2009 Nov;85(11):925-34. doi: 10.1002/bdra.20635.","Birth Defects Res A Clin Mol Teratol.  2009","PubMed","citation","PMID:19830851","pubmed","19830851","create date:2009/10/16 | first author:Weiss J",
"A web-based nutrition program reduces health care costs in employees with cardiac risk factors: before and after cost analysis.","/pubmed/19861297","Sacks N, Cabral H, Kazis LE, Jarrett KM, Vetter D, Richmond R, Moore TJ.","J Med Internet Res. 2009 Oct 23;11(4):e43. doi: 10.2196/jmir.1263.","J Med Internet Res.  2009","PubMed","citation","PMID:19861297 | PMCID:PMC2802558","pubmed","19861297","create date:2009/10/29 | first author:Sacks N",
"Does self-report data on HIV primary care utilization agree with medical record data for socially marginalized populations in the United States?","/pubmed/19803677","Sohler NL, Coleman SM, Cabral H, Naar-King S, Tobias C, Cunningham CO.","AIDS Patient Care STDS. 2009 Oct;23(10):837-43. doi: 10.1089/apc.2009.0056.","AIDS Patient Care STDS.  2009","PubMed","citation","PMID:19803677 | PMCID:PMC2859764","pubmed","19803677","create date:2009/10/07 | first author:Sohler NL",
"The BMC ACCESS project: the development of a medically enhanced safe haven shelter.","/pubmed/18830697","Lincoln A, Johnson P, Espejo D, Plachta-Elliott S, Lester P, Shanahan C, Abbott S, Cabral H, Jamanka A, Delman J, Kenny P.","J Behav Health Serv Res. 2009 Oct;36(4):478-91. doi: 10.1007/s11414-008-9150-2.","J Behav Health Serv Res.  2009","PubMed","citation","PMID:18830697","pubmed","18830697","create date:2008/10/03 | first author:Lincoln A",
"Hormone replacement therapy, family history, and breast cancer risk among postmenopausal women.","/pubmed/19451819","Gramling R, Eaton CB, Rothman KJ, Cabral H, Silliman RA, Lash TL.","Epidemiology. 2009 Sep;20(5):752-6. doi: 10.1097/EDE.0b013e3181a71279.","Epidemiology.  2009","PubMed","citation","PMID:19451819 | PMCID:PMC2903620","pubmed","19451819","create date:2009/05/20 | first author:Gramling R",
"Sexual risk behavior and behavior change among persons newly diagnosed with HIV: the impact of targeted outreach interventions among hard-to-reach populations.","/pubmed/19591603","Coleman SM, Rajabiun S, Cabral HJ, Bradford JB, Tobias CR.","AIDS Patient Care STDS. 2009 Aug;23(8):639-45. doi: 10.1089/apc.2008.0092.","AIDS Patient Care STDS.  2009","PubMed","citation","PMID:19591603","pubmed","19591603","create date:2009/07/14 | first author:Coleman SM",
"Automated MRI measures identify individuals with mild cognitive impairment and Alzheimer's disease.","/pubmed/19460794","Desikan RS, Cabral HJ, Hess CP, Dillon WP, Glastonbury CM, Weiner MW, Schmansky NJ, Greve DN, Salat DH, Buckner RL, Fischl B; Alzheimer's Disease Neuroimaging Initiative..","Brain. 2009 Aug;132(Pt 8):2048-57. doi: 10.1093/brain/awp123.","Brain.  2009","PubMed","citation","PMID:19460794 | PMCID:PMC2714061","pubmed","19460794","create date:2009/05/23 | first author:Desikan RS",
"Relationships between patient-centered cancer nursing interventions and desired health outcomes in the context of the health care system.","/pubmed/18814304","Radwin LE, Cabral HJ, Wilkes G.","Res Nurs Health. 2009 Feb;32(1):4-17. doi: 10.1002/nur.20302.","Res Nurs Health.  2009","PubMed","citation","PMID:18814304","pubmed","18814304","create date:2008/09/25 | first author:Radwin LE",
"Persistence and change in pediatric symptom checklist scores over 10 to 18 months.","/pubmed/19487170","Hacker KA, Williams S, Myagmarjav E, Cabral H, Murphy M.","Acad Pediatr. 2009 Jul-Aug;9(4):270-7. doi: 10.1016/j.acap.2009.03.004.","Acad Pediatr.  2009","PubMed","citation","PMID:19487170","pubmed","19487170","create date:2009/06/03 | first author:Hacker KA",
"Intrauterine cocaine exposure and executive functioning in middle childhood.","/pubmed/19146950","Rose-Jacobs R, Waber D, Beeghly M, Cabral H, Appugleise D, Heeren T, Marani J, Frank DA.","Neurotoxicol Teratol. 2009 May-Jun;31(3):159-68. doi: 10.1016/j.ntt.2008.12.002.","Neurotoxicol Teratol.  2009","PubMed","citation","PMID:19146950 | PMCID:PMC2774774","pubmed","19146950","create date:2009/01/17 | first author:Rose-Jacobs R",
"Weight, blood pressure, and dietary benefits after 12 months of a Web-based Nutrition Education Program (DASH for health): longitudinal observational study.","/pubmed/19073541","Moore TJ, Alsabeeh N, Apovian CM, Murphy MC, Coffman GA, Cullum-Dugan D, Jenkins M, Cabral H.","J Med Internet Res. 2008 Dec 12;10(4):e52. doi: 10.2196/jmir.1114.","J Med Internet Res.  2008","PubMed","citation","PMID:19073541 | PMCID:PMC2629362","pubmed","19073541","create date:2008/12/17 | first author:Moore TJ",
"Single-change items did not measure change in quality of life.","/pubmed/18471664","Rose AJ, Sacks NC, Deshpande AP, Griffin SY, Cabral HJ, Kazis LE.","J Clin Epidemiol. 2008 Jun;61(6):603-8. doi: 10.1016/j.jclinepi.2007.07.010.","J Clin Epidemiol.  2008","PubMed","citation","PMID:18471664","pubmed","18471664","create date:2008/05/13 | first author:Rose AJ",
