Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Repeat prenatal corticosteroid prior to preterm birth: a systematic review and individual participant data meta-analysis for the PRECISE study group (prenatal repeat corticosteroid international IPD study group: assessing the effects using the best level of evidence) - study protocol.","/pubmed/22588009","Crowther CA, Aghajafari F, Askie LM, Asztalos EV, Brocklehurst P, Bubner TK, Doyle LW, Dutta S, Garite TJ, Guinn DA, Hallman M, Hannah ME, Hardy P, Maurel K, Mazumder P, McEvoy C, Middleton PF, Murphy KE, Peltoniemi OM, Peters D, Sullivan L, Thom EA, et al.","Syst Rev. 2012 Feb 12;1:12. doi: 10.1186/2046-4053-1-12. Review.","Syst Rev.  2012","PubMed","citation","PMID:22588009 | PMCID:PMC3351733","pubmed","22588009","create date:2012/05/17 | first author:Crowther CA",
"Improving self-care for heart failure for seniors: the impact of video and written education and decision aids.","/pubmed/22004181","Veroff DR, Sullivan LA, Shoptaw EJ, Venator B, Ochoa-Arvelo T, Baxter JR, Manocchia M, Wennberg D.","Popul Health Manag. 2012 Feb;15(1):37-45. doi: 10.1089/pop.2011.0019.","Popul Health Manag.  2012","PubMed","citation","PMID:22004181","pubmed","22004181","create date:2011/10/19 | first author:Veroff DR",
"Plasma resistin, adiponectin, and risk of incident atrial fibrillation: the Framingham Offspring Study.","/pubmed/22172445","Rienstra M, Sun JX, Lubitz SA, Frankel DS, Vasan RS, Levy D, Magnani JW, Sullivan LM, Meigs JB, Ellinor PT, Benjamin EJ.","Am Heart J. 2012 Jan;163(1):119-124.e1. doi: 10.1016/j.ahj.2011.09.029.","Am Heart J.  2012","PubMed","citation","PMID:22172445 | PMCID:PMC3375331","pubmed","22172445","create date:2011/12/17 | first author:Rienstra M",
"Claudin-6 is a nonspecific marker for malignant rhabdoid and other pediatric tumors.","/pubmed/21989342","Sullivan LM, Yankovich T, Le P, Martinez D, Santi M, Biegel JA, Pawel BR, Judkins AR.","Am J Surg Pathol. 2012 Jan;36(1):73-80. doi: 10.1097/PAS.0b013e31822cfa7e.","Am J Surg Pathol.  2012","PubMed","citation","PMID:21989342 | PMCID:PMC3477871","pubmed","21989342","create date:2011/10/13 | first author:Sullivan LM",
"Clinical utilization of high-resolution single nucleotide polymorphism based oligonucleotide arrays in diagnostic studies of pediatric patients with solid tumors.","/pubmed/22429597","Dougherty MJ, Tooke LS, Sullivan LM, Hakonarson H, Wainwright LM, Biegel JA.","Cancer Genet. 2012 Jan-Feb;205(1-2):42-54. doi: 10.1016/j.cancergen.2012.01.014.","Cancer Genet.  2012","PubMed","citation","PMID:22429597","pubmed","22429597","create date:2012/03/21 | first author:Dougherty MJ",
"Reference intervals for plasma L-arginine and the L-arginine:asymmetric dimethylarginine ratio in the Framingham Offspring Cohort.","/pubmed/22031661","Lüneburg N, Xanthakis V, Schwedhelm E, Sullivan LM, Maas R, Anderssohn M, Riederer U, Glazer NL, Vasan RS, Böger RH.","J Nutr. 2011 Dec;141(12):2186-90. doi: 10.3945/jn.111.148197.","J Nutr.  2011","PubMed","citation","PMID:22031661 | PMCID:PMC3223876","pubmed","22031661","create date:2011/10/28 | first author:Lüneburg N",
"Plasma symmetric dimethylarginine reference limits from the Framingham offspring cohort.","/pubmed/21864208","Schwedhelm E, Xanthakis V, Maas R, Sullivan LM, Atzler D, Lüneburg N, Glazer NL, Riederer U, Vasan RS, Böger RH.","Clin Chem Lab Med. 2011 Nov;49(11):1907-10. doi: 10.1515/CCLM.2011.679.","Clin Chem Lab Med.  2011","PubMed","citation","PMID:21864208 | PMCID:PMC3235736","pubmed","21864208","create date:2011/08/26 | first author:Schwedhelm E",
"Malignant rhabdoid tumors express stem cell factors, which relate to the expression of EZH2 and Id proteins.","/pubmed/21921784","Venneti S, Le P, Martinez D, Xie SX, Sullivan LM, Rorke-Adams LB, Pawel B, Judkins AR.","Am J Surg Pathol. 2011 Oct;35(10):1463-72. doi: 10.1097/PAS.0b013e318224d2cd.","Am J Surg Pathol.  2011","PubMed","citation","PMID:21921784","pubmed","21921784","create date:2011/09/17 | first author:Venneti S",
"Identification of cis- and trans-acting genetic variants explaining up to half the variation in circulating vascular endothelial growth factor levels.","/pubmed/21757650","Debette S, Visvikis-Siest S, Chen MH, Ndiaye NC, Song C, Destefano A, Safa R, Azimi Nezhad M, Sawyer D, Marteau JB, Xanthakis V, Siest G, Sullivan L, Pfister M, Smith H, Choi SH, Lamont J, Lind L, Yang Q, Fitzgerald P, Ingelsson E, Vasan RS, et al.","Circ Res. 2011 Aug 19;109(5):554-63. doi: 10.1161/CIRCRESAHA.111.243790.","Circ Res.  2011","PubMed","citation","PMID:21757650 | PMCID:PMC3193930","pubmed","21757650","create date:2011/07/16 | first author:Debette S",
"Type 2 diabetes risk in persons with dysglycemia: the Framingham Offspring Study.","/pubmed/21242014","Wilson PW, D'Agostino RB, Fox CS, Sullivan LM, Meigs JB.","Diabetes Res Clin Pract. 2011 Apr;92(1):124-7. doi: 10.1016/j.diabres.2010.12.024.","Diabetes Res Clin Pract.  2011","PubMed","citation","PMID:21242014 | PMCID:PMC3079064","pubmed","21242014","create date:2011/01/19 | first author:Wilson PW",
"P wave duration and risk of longitudinal atrial fibrillation in persons ≥ 60 years old (from the Framingham Heart Study).","/pubmed/21255761","Magnani JW, Johnson VM, Sullivan LM, Gorodeski EZ, Schnabel RB, Lubitz SA, Levy D, Ellinor PT, Benjamin EJ.","Am J Cardiol. 2011 Mar 15;107(6):917-921.e1. doi: 10.1016/j.amjcard.2010.10.075.","Am J Cardiol.  2011","PubMed","citation","PMID:21255761 | PMCID:PMC3049849","pubmed","21255761","create date:2011/01/25 | first author:Magnani JW",
"A genome-wide association study identifies novel loci associated with circulating IGF-I and IGFBP-3.","/pubmed/21216879","Kaplan RC, Petersen AK, Chen MH, Teumer A, Glazer NL, Döring A, Lam CS, Friedrich N, Newman A, Müller M, Yang Q, Homuth G, Cappola A, Klopp N, Smith H, Ernst F, Psaty BM, Wichmann HE, Sawyer DB, Biffar R, Rotter JI, Gieger C, et al.","Hum Mol Genet. 2011 Mar 15;20(6):1241-51. doi: 10.1093/hmg/ddq560.","Hum Mol Genet.  2011","PubMed","citation","PMID:21216879 | PMCID:PMC3043664","pubmed","21216879","create date:2011/01/11 | first author:Kaplan RC",
"Relation of brachial and digital measures of vascular function in the community: the Framingham heart study.","/pubmed/21263120","Hamburg NM, Palmisano J, Larson MG, Sullivan LM, Lehman BT, Vasan RS, Levy D, Mitchell GF, Vita JA, Benjamin EJ.","Hypertension. 2011 Mar;57(3):390-6. doi: 10.1161/HYPERTENSIONAHA.110.160812.","Hypertension.  2011","PubMed","citation","PMID:21263120 | PMCID:PMC3049726","pubmed","21263120","create date:2011/01/26 | first author:Hamburg NM",
"Dietary factors and incident atrial fibrillation: the Framingham Heart Study.","/pubmed/21106919","Shen J, Johnson VM, Sullivan LM, Jacques PF, Magnani JW, Lubitz SA, Pandey S, Levy D, Vasan RS, Quatromoni PA, Junyent M, Ordovas JM, Benjamin EJ.","Am J Clin Nutr. 2011 Feb;93(2):261-6. doi: 10.3945/ajcn.110.001305.","Am J Clin Nutr.  2011","PubMed","citation","PMID:21106919 | PMCID:PMC3021424","pubmed","21106919","create date:2010/11/26 | first author:Shen J",
"P wave duration is associated with cardiovascular and all-cause mortality outcomes: the National Health and Nutrition Examination Survey.","/pubmed/20868770","Magnani JW, Gorodeski EZ, Johnson VM, Sullivan LM, Hamburg NM, Benjamin EJ, Ellinor PT.","Heart Rhythm. 2011 Jan;8(1):93-100. doi: 10.1016/j.hrthm.2010.09.020.","Heart Rhythm.  2011","PubMed","citation","PMID:20868770 | PMCID:PMC3046401","pubmed","20868770","create date:2010/09/28 | first author:Magnani JW",
"Leclercia adecarboxylata cellulitis in a child with acute lymphoblastic leukemia.","/pubmed/21385207","Shah A, Nguyen J, Sullivan LM, Chikwava KR, Yan AC, Treat JR.","Pediatr Dermatol. 2011 Mar-Apr;28(2):162-4. doi: 10.1111/j.1525-1470.2011.01348.x.","Pediatr Dermatol.  2011","PubMed","citation","PMID:21385207","pubmed","21385207","create date:2011/03/10 | first author:Shah A",
"Validation of an atrial fibrillation risk algorithm in whites and African Americans.","/pubmed/21098350","Schnabel RB, Aspelund T, Li G, Sullivan LM, Suchy-Dicey A, Harris TB, Pencina MJ, D'Agostino RB Sr, Levy D, Kannel WB, Wang TJ, Kronmal RA, Wolf PA, Burke GL, Launer LJ, Vasan RS, Psaty BM, Benjamin EJ, Gudnason V, Heckbert SR.","Arch Intern Med. 2010 Nov 22;170(21):1909-17. doi: 10.1001/archinternmed.2010.434.","Arch Intern Med.  2010","PubMed","citation","PMID:21098350 | PMCID:PMC3021784","pubmed","21098350","create date:2010/11/26 | first author:Schnabel RB",
"Lack of association between serum magnesium and the risks of hypertension and cardiovascular disease.","/pubmed/20934566","Khan AM, Sullivan L, McCabe E, Levy D, Vasan RS, Wang TJ.","Am Heart J. 2010 Oct;160(4):715-20. doi: 10.1016/j.ahj.2010.06.036.","Am Heart J.  2010","PubMed","citation","PMID:20934566 | PMCID:PMC2953800","pubmed","20934566","create date:2010/10/12 | first author:Khan AM",
"P-wave indices: derivation of reference values from the Framingham Heart Study.","/pubmed/20946557","Magnani JW, Johnson VM, Sullivan LM, Lubitz SA, Schnabel RB, Ellinor PT, Benjamin EJ.","Ann Noninvasive Electrocardiol. 2010 Oct;15(4):344-52. doi: 10.1111/j.1542-474X.2010.00390.x.","Ann Noninvasive Electrocardiol.  2010","PubMed","citation","PMID:20946557 | PMCID:PMC3394095","pubmed","20946557","create date:2010/10/16 | first author:Magnani JW",
"Aortic root remodeling over the adult life course: longitudinal data from the Framingham Heart Study.","/pubmed/20713896","Lam CS, Xanthakis V, Sullivan LM, Lieb W, Aragam J, Redfield MM, Mitchell GF, Benjamin EJ, Vasan RS.","Circulation. 2010 Aug 31;122(9):884-90. doi: 10.1161/CIRCULATIONAHA.110.937839.","Circulation.  2010","PubMed","citation","PMID:20713896 | PMCID:PMC2956587","pubmed","20713896","create date:2010/08/18 | first author:Lam CS",
"Correlates of echocardiographic indices of cardiac remodeling over the adult life course: longitudinal observations from the Framingham Heart Study.","/pubmed/20660804","Cheng S, Xanthakis V, Sullivan LM, Lieb W, Massaro J, Aragam J, Benjamin EJ, Vasan RS.","Circulation. 2010 Aug 10;122(6):570-8. doi: 10.1161/CIRCULATIONAHA.110.937821.","Circulation.  2010","PubMed","citation","PMID:20660804 | PMCID:PMC2942081","pubmed","20660804","create date:2010/07/28 | first author:Cheng S",
"Circulating insulin-like growth factor-1 and its binding protein-3: metabolic and genetic correlates in the community.","/pubmed/20378848","Lam CS, Chen MH, Lacey SM, Yang Q, Sullivan LM, Xanthakis V, Safa R, Smith HM, Peng X, Sawyer DB, Vasan RS.","Arterioscler Thromb Vasc Biol. 2010 Jul;30(7):1479-84. doi: 10.1161/ATVBAHA.110.203943.","Arterioscler Thromb Vasc Biol.  2010","PubMed","citation","PMID:20378848 | PMCID:PMC2891230","pubmed","20378848","create date:2010/04/10 | first author:Lam CS",
"Clinical and genetic correlates of circulating angiopoietin-2 and soluble Tie-2 in the community.","/pubmed/20348331","Lieb W, Zachariah JP, Xanthakis V, Safa R, Chen MH, Sullivan LM, Larson MG, Smith HM, Yang Q, Mitchell GF, Vita JA, Sawyer DB, Vasan RS.","Circ Cardiovasc Genet. 2010 Jun;3(3):300-6. doi: 10.1161/CIRCGENETICS.109.914556.","Circ Cardiovasc Genet.  2010","PubMed","citation","PMID:20348331 | PMCID:PMC2892960","pubmed","20348331","create date:2010/03/30 | first author:Lieb W",
"The association of tumor necrosis factor alpha receptor 2 and tumor necrosis factor alpha with insulin resistance and the influence of adipose tissue biomarkers in humans.","/pubmed/19846171","Hivert MF, Sullivan LM, Shrader P, Fox CS, Nathan DM, D'Agostino RB Sr, Wilson PW, Benjamin EJ, Meigs JB.","Metabolism. 2010 Apr;59(4):540-6. doi: 10.1016/j.metabol.2009.08.017.","Metabolism.  2010","PubMed","citation","PMID:19846171 | PMCID:PMC2843788","pubmed","19846171","create date:2009/10/23 | first author:Hivert MF",
"Longitudinal tracking of left atrial diameter over the adult life course: Clinical correlates in the community.","/pubmed/20100973","McManus DD, Xanthakis V, Sullivan LM, Zachariah J, Aragam J, Larson MG, Benjamin EJ, Vasan RS.","Circulation. 2010 Feb 9;121(5):667-74. doi: 10.1161/CIRCULATIONAHA.109.885806.","Circulation.  2010","PubMed","citation","PMID:20100973 | PMCID:PMC2823068","pubmed","20100973","create date:2010/01/27 | first author:McManus DD",
"Relations of biomarkers of distinct pathophysiological pathways and atrial fibrillation incidence in the community.","/pubmed/20048208","Schnabel RB, Larson MG, Yamamoto JF, Sullivan LM, Pencina MJ, Meigs JB, Tofler GH, Selhub J, Jacques PF, Wolf PA, Magnani JW, Ellinor PT, Wang TJ, Levy D, Vasan RS, Benjamin EJ.","Circulation. 2010 Jan 19;121(2):200-7. doi: 10.1161/CIRCULATIONAHA.109.882241.","Circulation.  2010","PubMed","citation","PMID:20048208 | PMCID:PMC3224826","pubmed","20048208","create date:2010/01/06 | first author:Schnabel RB",
"P-wave indices, distribution and quality control assessment (from the Framingham Heart Study).","/pubmed/20146786","Magnani JW, Mazzini MJ, Sullivan LM, Williamson M, Ellinor PT, Benjamin EJ.","Ann Noninvasive Electrocardiol. 2010 Jan;15(1):77-84. doi: 10.1111/j.1542-474X.2009.00343.x.","Ann Noninvasive Electrocardiol.  2010","PubMed","citation","PMID:20146786 | PMCID:PMC2901840","pubmed","20146786","create date:2010/02/12 | first author:Magnani JW",
"Role of second-trimester genetic sonography after Down syndrome screening.","/pubmed/19935018","Aagaard-Tillery KM, Malone FD, Nyberg DA, Porter TF, Cuckle HS, Fuchs K, Sullivan L, Comstock CH, Saade GR, Eddleman K, Gross S, Dugoff L, Craigo SD, Timor-Tritsch IE, Carr SR, Wolfe HM, Bianchi DW, D'Alton ME; First and Second Trimester Evaluation of Risk Research Consortium..","Obstet Gynecol. 2009 Dec;114(6):1189-96. doi: 10.1097/AOG.0b013e3181c15064.","Obstet Gynecol.  2009","PubMed","citation","PMID:19935018 | PMCID:PMC4824304","pubmed","19935018","create date:2009/11/26 | first author:Aagaard-Tillery KM",
"Relation of serum leptin with cardiac mass and left atrial dimension in individuals >70 years of age.","/pubmed/19660619","Lieb W, Sullivan LM, Aragam J, Harris TB, Roubenoff R, Benjamin EJ, Vasan RS.","Am J Cardiol. 2009 Aug 15;104(4):602-5. doi: 10.1016/j.amjcard.2009.04.026.","Am J Cardiol.  2009","PubMed","citation","PMID:19660619 | PMCID:PMC2745631","pubmed","19660619","create date:2009/08/08 | first author:Lieb W",
"Asymmetric dimethylarginine reference intervals determined with liquid chromatography-tandem mass spectrometry: results from the Framingham offspring cohort.","/pubmed/19541865","Schwedhelm E, Xanthakis V, Maas R, Sullivan LM, Schulze F, Riederer U, Benndorf RA, Böger RH, Vasan RS.","Clin Chem. 2009 Aug;55(8):1539-45. doi: 10.1373/clinchem.2009.124263.","Clin Chem.  2009","PubMed","citation","PMID:19541865 | PMCID:PMC3794429","pubmed","19541865","create date:2009/06/23 | first author:Schwedhelm E",
"Association of the endogenous nitric oxide synthase inhibitor ADMA with carotid artery intimal media thickness in the Framingham Heart Study offspring cohort.","/pubmed/19498184","Maas R, Xanthakis V, Polak JF, Schwedhelm E, Sullivan LM, Benndorf R, Schulze F, Vasan RS, Wolf PA, Böger RH, Seshadri S.","Stroke. 2009 Aug;40(8):2715-9. doi: 10.1161/STROKEAHA.109.552539.","Stroke.  2009","PubMed","citation","PMID:19498184 | PMCID:PMC2749947","pubmed","19498184","create date:2009/06/06 | first author:Maas R",
"Longitudinal tracking of left ventricular mass over the adult life course: clinical correlates of short- and long-term change in the framingham offspring study.","/pubmed/19506113","Lieb W, Xanthakis V, Sullivan LM, Aragam J, Pencina MJ, Larson MG, Benjamin EJ, Vasan RS.","Circulation. 2009 Jun 23;119(24):3085-92. doi: 10.1161/CIRCULATIONAHA.108.824243.","Circulation.  2009","PubMed","citation","PMID:19506113 | PMCID:PMC2761217","pubmed","19506113","create date:2009/06/10 | first author:Lieb W",
"Lack of efficacy of citalopram in children with autism spectrum disorders and high levels of repetitive behavior: citalopram ineffective in children with autism.","/pubmed/19487623","King BH, Hollander E, Sikich L, McCracken JT, Scahill L, Bregman JD, Donnelly CL, Anagnostou E, Dukes K, Sullivan L, Hirtz D, Wagner A, Ritz L; STAART Psychopharmacology Network..","Arch Gen Psychiatry. 2009 Jun;66(6):583-90. doi: 10.1001/archgenpsychiatry.2009.30.","Arch Gen Psychiatry.  2009","PubMed","citation","PMID:19487623 | PMCID:PMC4112556","pubmed","19487623","create date:2009/06/03 | first author:King BH",
"PAX immunoreactivity identifies alveolar rhabdomyosarcoma.","/pubmed/19145202","Sullivan LM, Atkins KA, LeGallo RD.","Am J Surg Pathol. 2009 May;33(5):775-80. doi: 10.1097/PAS.0b013e318191614f.","Am J Surg Pathol.  2009","PubMed","citation","PMID:19145202","pubmed","19145202","create date:2009/01/16 | first author:Sullivan LM",
"Plasma asymmetric dimethylarginine, L-arginine and left ventricular structure and function in a community-based sample.","/pubmed/18829028","Lieb W, Benndorf RA, Benjamin EJ, Sullivan LM, Maas R, Xanthakis V, Schwedhelm E, Aragam J, Schulze F, Böger RH, Vasan RS.","Atherosclerosis. 2009 May;204(1):282-7. doi: 10.1016/j.atherosclerosis.2008.08.018.","Atherosclerosis.  2009","PubMed","citation","PMID:18829028 | PMCID:PMC2714984","pubmed","18829028","create date:2008/10/03 | first author:Lieb W",
"Vascular endothelial growth factor, its soluble receptor, and hepatocyte growth factor: clinical and genetic correlates and association with vascular function.","/pubmed/19223316","Lieb W, Safa R, Benjamin EJ, Xanthakis V, Yin X, Sullivan LM, Larson MG, Smith HM, Vita JA, Mitchell GF, Sawyer DB, Vasan RS.","Eur Heart J. 2009 May;30(9):1121-7. doi: 10.1093/eurheartj/ehp007. Erratum in: Eur Heart J. 2010 Oct;31(20):2557. ","Eur Heart J.  2009","PubMed","citation","PMID:19223316 | PMCID:PMC2721714","pubmed","19223316","create date:2009/02/19 | first author:Lieb W",
"Urethral stricture following high dose rate brachytherapy for prostate cancer.","/pubmed/19097660","Sullivan L, Williams SG, Tai KH, Foroudi F, Cleeve L, Duchesne GM.","Radiother Oncol. 2009 May;91(2):232-6. doi: 10.1016/j.radonc.2008.11.013.","Radiother Oncol.  2009","PubMed","citation","PMID:19097660","pubmed","19097660","create date:2008/12/23 | first author:Sullivan L",
"Plasma leptin levels and incidence of heart failure, cardiovascular disease, and total mortality in elderly individuals.","/pubmed/19114611","Lieb W, Sullivan LM, Harris TB, Roubenoff R, Benjamin EJ, Levy D, Fox CS, Wang TJ, Wilson PW, Kannel WB, Vasan RS.","Diabetes Care. 2009 Apr;32(4):612-6. doi: 10.2337/dc08-1596.","Diabetes Care.  2009","PubMed","citation","PMID:19114611 | PMCID:PMC2660448","pubmed","19114611","create date:2008/12/31 | first author:Lieb W",
"Plasma asymmetric dimethylarginine and incidence of cardiovascular disease and death in the community.","/pubmed/19289633","Böger RH, Sullivan LM, Schwedhelm E, Wang TJ, Maas R, Benjamin EJ, Schulze F, Xanthakis V, Benndorf RA, Vasan RS.","Circulation. 2009 Mar 31;119(12):1592-600. doi: 10.1161/CIRCULATIONAHA.108.838268.","Circulation.  2009","PubMed","citation","PMID:19289633 | PMCID:PMC2742491","pubmed","19289633","create date:2009/03/18 | first author:Böger RH",
"Development of a risk score for atrial fibrillation (Framingham Heart Study): a community-based cohort study.","/pubmed/19249635","Schnabel RB, Sullivan LM, Levy D, Pencina MJ, Massaro JM, D'Agostino RB Sr, Newton-Cheh C, Yamamoto JF, Magnani JW, Tadros TM, Kannel WB, Wang TJ, Ellinor PT, Wolf PA, Vasan RS, Benjamin EJ.","Lancet. 2009 Feb 28;373(9665):739-45. doi: 10.1016/S0140-6736(09)60443-8.","Lancet.  2009","PubMed","citation","PMID:19249635 | PMCID:PMC2764235","pubmed","19249635","create date:2009/03/03 | first author:Schnabel RB",
"A parallel and distributed-processing model of joint attention, social cognition and autism.","/pubmed/19358304","Mundy P, Sullivan L, Mastergeorge AM.","Autism Res. 2009 Feb;2(1):2-21. doi: 10.1002/aur.61. Review.","Autism Res.  2009","PubMed","citation","PMID:19358304 | PMCID:PMC2715157","pubmed","19358304","create date:2009/04/10 | first author:Mundy P",
"Introduction to the Population Health Intervention Research Initiative for Canada.","/pubmed/19263976","Sullivan L.","Can J Public Health. 2009 Jan-Feb;100(1):Suppl I5-7. English, French.  No abstract available. ","Can J Public Health.  2009","PubMed","citation","PMID:19263976","pubmed","19263976","create date:2009/03/07 | first author:Sullivan L",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Advancing the hypothesis that geographic variations in risk factors contribute relatively little to observed geographic variations in heart disease and stroke mortality.","/pubmed/19285103","Howard G, Cushman M, Prineas RJ, Howard VJ, Moy CS, Sullivan LM, D'Agostino RB Sr, McClure LA, Pulley L, Safford MM.","Prev Med. 2009 Aug-Sep;49(2-3):129-32. doi: 10.1016/j.ypmed.2009.03.004.","Prev Med.  2009","PubMed","citation","PMID:19285103 | PMCID:PMC2778033","pubmed","19285103","create date:2009/03/17 | first author:Howard G",
"Down syndrome serum screening also identifies an increased risk for multicystic dysplastic kidney, two-vessel cord, and hydrocele.","/pubmed/19034930","Hoffman JD, Bianchi DW, Sullivan LM, Mackinnon BL, Collins J, Malone FD, Porter TF, Nyberg DA, Comstock CH, Bukowski R, Berkowitz RL, Gross SJ, Dugoff L, Craigo SD, Timor-Tritsch IE, Carr SR, Wolfe HM, D'Alton ME.","Prenat Diagn. 2008 Dec;28(13):1204-8. doi: 10.1002/pd.2082.","Prenat Diagn.  2008","PubMed","citation","PMID:19034930 | PMCID:PMC2610242","pubmed","19034930","create date:2008/11/27 | first author:Hoffman JD",
"Genotype score in addition to common risk factors for prediction of type 2 diabetes.","/pubmed/19020323","Meigs JB, Shrader P, Sullivan LM, McAteer JB, Fox CS, Dupuis J, Manning AK, Florez JC, Wilson PW, D'Agostino RB Sr, Cupples LA.","N Engl J Med. 2008 Nov 20;359(21):2208-19. doi: 10.1056/NEJMoa0804742. Erratum in: N Engl J Med. 2009 Feb 5;360(6):648. ","N Engl J Med.  2008","PubMed","citation","PMID:19020323 | PMCID:PMC2746946","pubmed","19020323","create date:2008/11/21 | first author:Meigs JB",
"Comprehensive evaluation of CDX2 in invasive cervical adenocarcinomas: immunopositivity in the absence of overt colorectal morphology.","/pubmed/18753946","Sullivan LM, Smolkin ME, Frierson HF Jr, Galgano MT.","Am J Surg Pathol. 2008 Nov;32(11):1608-12. doi: 10.1097/PAS.0b013e31816d71c4.","Am J Surg Pathol.  2008","PubMed","citation","PMID:18753946","pubmed","18753946","create date:2008/08/30 | first author:Sullivan LM",
"Effect of aging on A1C levels in individuals without diabetes: evidence from the Framingham Offspring Study and the National Health and Nutrition Examination Survey 2001-2004.","/pubmed/18628569","Pani LN, Korenda L, Meigs JB, Driver C, Chamany S, Fox CS, Sullivan L, D'Agostino RB, Nathan DM.","Diabetes Care. 2008 Oct;31(10):1991-6. doi: 10.2337/dc08-0577.","Diabetes Care.  2008","PubMed","citation","PMID:18628569 | PMCID:PMC2551641","pubmed","18628569","create date:2008/07/17 | first author:Pani LN",
"Associations of adiponectin, resistin, and tumor necrosis factor-alpha with insulin resistance.","/pubmed/18492747","Hivert MF, Sullivan LM, Fox CS, Nathan DM, D'Agostino RB Sr, Wilson PW, Meigs JB.","J Clin Endocrinol Metab. 2008 Aug;93(8):3165-72. doi: 10.1210/jc.2008-0425.","J Clin Endocrinol Metab.  2008","PubMed","citation","PMID:18492747 | PMCID:PMC2515087","pubmed","18492747","create date:2008/05/22 | first author:Hivert MF",
"Maternal thyroid hypofunction and pregnancy outcome.","/pubmed/18591312","Cleary-Goldman J, Malone FD, Lambert-Messerlian G, Sullivan L, Canick J, Porter TF, Luthy D, Gross S, Bianchi DW, D'Alton ME.","Obstet Gynecol. 2008 Jul;112(1):85-92. doi: 10.1097/AOG.0b013e3181788dd7.","Obstet Gynecol.  2008","PubMed","citation","PMID:18591312 | PMCID:PMC4949950","pubmed","18591312","create date:2008/07/02 | first author:Cleary-Goldman J",
"Repeated measures.","/pubmed/18316500","Sullivan LM.","Circulation. 2008 Mar 4;117(9):1238-43. doi: 10.1161/CIRCULATIONAHA.107.654350. Review. No abstract available. ","Circulation.  2008","PubMed","citation","PMID:18316500","pubmed","18316500","create date:2008/03/05 | first author:Sullivan LM",
"Use of alternative thresholds defining insulin resistance to predict incident type 2 diabetes mellitus and cardiovascular disease.","/pubmed/18250267","Rutter MK, Wilson PW, Sullivan LM, Fox CS, D'Agostino RB Sr, Meigs JB.","Circulation. 2008 Feb 26;117(8):1003-9. doi: 10.1161/CIRCULATIONAHA.107.727727.","Circulation.  2008","PubMed","citation","PMID:18250267 | PMCID:PMC2519012","pubmed","18250267","create date:2008/02/06 | first author:Rutter MK",
"Usefulness of the triglyceride-high-density lipoprotein versus the cholesterol-high-density lipoprotein ratio for predicting insulin resistance and cardiometabolic risk (from the Framingham Offspring Cohort).","/pubmed/18312765","Kannel WB, Vasan RS, Keyes MJ, Sullivan LM, Robins SJ.","Am J Cardiol. 2008 Feb 15;101(4):497-501. doi: 10.1016/j.amjcard.2007.09.109.","Am J Cardiol.  2008","PubMed","citation","PMID:18312765 | PMCID:PMC3753679","pubmed","18312765","create date:2008/03/04 | first author:Kannel WB",
"Teaching excellence in public health: a call to action.","/pubmed/19006984","Lee JM, Kleinbaum D, Diener-West M, Grimley DM, Hellerstedt WL, Sullivan L, Aday LA, Riegelman R.","Public Health Rep. 2008 May-Jun;123(3):405-7. No abstract available. ","Public Health Rep.  2008","PubMed","citation","PMID:19006984 | PMCID:PMC2289970","pubmed","19006984","create date:2008/11/15 | first author:Lee JM",
"LDL Particle Number and Risk of Future Cardiovascular Disease in the Framingham Offspring Study - Implications for LDL Management.","/pubmed/19657464","Cromwell WC, Otvos JD, Keyes MJ, Pencina MJ, Sullivan L, Vasan RS, Wilson PW, D'Agostino RB.","J Clin Lipidol. 2007 Dec;1(6):583-92. doi: 10.1016/j.jacl.2007.10.001.","J Clin Lipidol.  2007","PubMed","citation","PMID:19657464 | PMCID:PMC2720529","pubmed","19657464","create date:2007/12/01 | first author:Cromwell WC",
"Clinical utility of different lipid measures for prediction of coronary heart disease in men and women.","/pubmed/17699011","Ingelsson E, Schaefer EJ, Contois JH, McNamara JR, Sullivan L, Keyes MJ, Pencina MJ, Schoonmaker C, Wilson PW, D'Agostino RB, Vasan RS.","JAMA. 2007 Aug 15;298(7):776-85.","JAMA.  2007","PubMed","citation","PMID:17699011","pubmed","17699011","create date:2007/08/21 | first author:Ingelsson E",
"The contribution of birth defects to preterm birth and low birth weight.","/pubmed/17666606","Dolan SM, Gross SJ, Merkatz IR, Faber V, Sullivan LM, Malone FD, Porter TF, Nyberg DA, Comstock CH, Hankins GD, Eddleman K, Dugoff L, Craigo SD, Timor-Tritsch I, Carr SR, Wolfe HM, Bianchi DW, D'Alton ME.","Obstet Gynecol. 2007 Aug;110(2 Pt 1):318-24.","Obstet Gynecol.  2007","PubMed","citation","PMID:17666606","pubmed","17666606","create date:2007/08/02 | first author:Dolan SM",
