Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Combined haplotype relative risk (CHRR): a general and simple genetic association test that combines trios and unrelated case-controls.","/pubmed/18636528","Guo CY, Lunetta KL, DeStefano AL, Cupples LA.","Genet Epidemiol. 2009 Jan;33(1):54-62. doi: 10.1002/gepi.20356.","Genet Epidemiol.  2009","PubMed","citation","PMID:18636528 | PMCID:PMC2700841","pubmed","18636528","create date:2008/07/19 | first author:Guo CY",
"Genomewide association study for susceptibility genes contributing to familial Parkinson disease.","/pubmed/18985386","Pankratz N, Wilk JB, Latourelle JC, DeStefano AL, Halter C, Pugh EW, Doheny KF, Gusella JF, Nichols WC, Foroud T, Myers RH; PSG-PROGENI and GenePD Investigators, Coordinators and Molecular Genetic Laboratories..","Hum Genet. 2009 Jan;124(6):593-605. doi: 10.1007/s00439-008-0582-9.","Hum Genet.  2009","PubMed","citation","PMID:18985386 | PMCID:PMC2627511","pubmed","18985386","create date:2008/11/06 | first author:Pankratz N",
"Genome-wide association study of determinants of anti-cyclic citrullinated peptide antibody titer in adults with rheumatoid arthritis.","/pubmed/19287509","Cui J, Taylor KE, Destefano AL, Criswell LA, Izmailova ES, Parker A, Roubenoff R, Plenge RM, Weinblatt ME, Shadick NA, Karlson EW.","Mol Med. 2009 May-Jun;15(5-6):136-43. doi: 10.2119/molmed.2009.00008.","Mol Med.  2009","PubMed","citation","PMID:19287509 | PMCID:PMC2654848","pubmed","19287509","create date:2009/03/17 | first author:Cui J",
"The Gly2019Ser mutation in LRRK2 is not fully penetrant in familial Parkinson's disease: the GenePD study.","/pubmed/18986508","Latourelle JC, Sun M, Lew MF, Suchowersky O, Klein C, Golbe LI, Mark MH, Growdon JH, Wooten GF, Watts RL, Guttman M, Racette BA, Perlmutter JS, Ahmed A, Shill HA, Singer C, Goldwurm S, Pezzoli G, Zini M, Saint-Hilaire MH, Hendricks AE, Williamson S, et al.","BMC Med. 2008 Nov 5;6:32. doi: 10.1186/1741-7015-6-32.","BMC Med.  2008","PubMed","citation","PMID:18986508 | PMCID:PMC2596771","pubmed","18986508","create date:2008/11/07 | first author:Latourelle JC",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Huntington CAG repeat size does not modify onset age in familial Parkinson's disease: the GenePD study.","/pubmed/18649400","McNicoll CF, Latourelle JC, MacDonald ME, Lew MF, Suchowersky O, Klein C, Golbe LI, Mark MH, Growdon JH, Wooten GF, Watts RL, Guttman M, Racette BA, Perlmutter JS, Ahmed A, Shill HA, Singer C, Saint-Hilaire MH, Massood T, Huskey KW, DeStefano AL, Gillis T, et al.","Mov Disord. 2008 Aug 15;23(11):1596-601. doi: 10.1002/mds.22186.","Mov Disord.  2008","PubMed","citation","PMID:18649400 | PMCID:PMC2655323","pubmed","18649400","create date:2008/07/24 | first author:McNicoll CF",
"Replication of association between ELAVL4 and Parkinson disease: the GenePD study.","/pubmed/18587682","DeStefano AL, Latourelle J, Lew MF, Suchowersky O, Klein C, Golbe LI, Mark MH, Growdon JH, Wooten GF, Watts R, Guttman M, Racette BA, Perlmutter JS, Marlor L, Shill HA, Singer C, Goldwurm S, Pezzoli G, Saint-Hilaire MH, Hendricks AE, Gower A, Williamson S, et al.","Hum Genet. 2008 Aug;124(1):95-9. doi: 10.1007/s00439-008-0526-4.","Hum Genet.  2008","PubMed","citation","PMID:18587682 | PMCID:PMC2716559","pubmed","18587682","create date:2008/07/01 | first author:DeStefano AL",
"Genetic correlates of brain aging on MRI and cognitive test measures: a genome-wide association and linkage analysis in the Framingham Study.","/pubmed/17903297","Seshadri S, DeStefano AL, Au R, Massaro JM, Beiser AS, Kelly-Hayes M, Kase CS, D'Agostino RB Sr, Decarli C, Atwood LD, Wolf PA.","BMC Med Genet. 2007 Sep 19;8 Suppl 1:S15.","BMC Med Genet.  2007","PubMed","citation","PMID:17903297 | PMCID:PMC1995608","pubmed","17903297","create date:2007/10/16 | first author:Seshadri S",
"HaploBuild: an algorithm to construct non-contiguous associated haplotypes in family based genetic studies.","/pubmed/17586827","Laramie JM, Wilk JB, DeStefano AL, Myers RH.","Bioinformatics. 2007 Aug 15;23(16):2190-2.","Bioinformatics.  2007","PubMed","citation","PMID:17586827 | PMCID:PMC2665175","pubmed","17586827","create date:2007/06/26 | first author:Laramie JM",
"Sepiapterin reductase expression is increased in Parkinson's disease brain tissue.","/pubmed/17270157","Tobin JE, Cui J, Wilk JB, Latourelle JC, Laramie JM, McKee AC, Guttman M, Karamohamed S, DeStefano AL, Myers RH.","Brain Res. 2007 Mar 30;1139:42-7.","Brain Res.  2007","PubMed","citation","PMID:17270157 | PMCID:PMC1868471","pubmed","17270157","create date:2007/02/03 | first author:Tobin JE",
"Informative-transmission disequilibrium test (i-TDT): combined linkage and association mapping that includes unaffected offspring as well as affected offspring.","/pubmed/17123304","Guo CY, Lunetta KL, DeStefano AL, Ordovas JM, Cupples LA.","Genet Epidemiol. 2007 Feb;31(2):115-33.","Genet Epidemiol.  2007","PubMed","citation","PMID:17123304","pubmed","17123304","create date:2006/11/24 | first author:Guo CY",
"The Framingham Heart Study 100K SNP genome-wide association study resource: overview of 17 phenotype working group reports.","/pubmed/17903291","Cupples LA, Arruda HT, Benjamin EJ, D'Agostino RB Sr, Demissie S, DeStefano AL, Dupuis J, Falls KM, Fox CS, Gottlieb DJ, Govindaraju DR, Guo CY, Heard-Costa NL, Hwang SJ, Kathiresan S, Kiel DP, Laramie JM, Larson MG, Levy D, Liu CY, Lunetta KL, Mailman MD, et al.","BMC Med Genet. 2007;8 Suppl 1:S1.","BMC Med Genet.  2007","PubMed","citation","PMID:17903291 | PMCID:PMC1995613","pubmed","17903291","create date:2007/10/02 | first author:Cupples LA",
"Two-stage approach for identifying single-nucleotide polymorphisms associated with rheumatoid arthritis using random forests and Bayesian networks.","/pubmed/18466556","Meng Y, Yang Q, Cuenco KT, Cupples LA, Destefano AL, Lunetta KL.","BMC Proc. 2007;1 Suppl 1:S56.","BMC Proc.  2007","PubMed","citation","PMID:18466556 | PMCID:PMC2367609","pubmed","18466556","create date:2008/05/10 | first author:Meng Y",
"Data mining, neural nets, trees--problems 2 and 3 of Genetic Analysis Workshop 15.","/pubmed/18046765","Ziegler A, DeStefano AL, König IR, Bardel C, Brinza D, Bull S, Cai Z, Glaser B, Jiang W, Lee KE, Li CX, Li J, Li X, Majoram P, Meng Y, Nicodemus KK, Platt A, Schwarz DF, Shi W, Shugart YY, Stassen HH, Sun YV, et al.","Genet Epidemiol. 2007;31 Suppl 1:S51-60.","Genet Epidemiol.  2007","PubMed","citation","PMID:18046765","pubmed","18046765","create date:2007/11/30 | first author:Ziegler A",
"Influence of heterozygosity for parkin mutation on onset age in familial Parkinson disease: the GenePD study.","/pubmed/16769863","Sun M, Latourelle JC, Wooten GF, Lew MF, Klein C, Shill HA, Golbe LI, Mark MH, Racette BA, Perlmutter JS, Parsian A, Guttman M, Nicholson G, Xu G, Wilk JB, Saint-Hilaire MH, DeStefano AL, Prakash R, Williamson S, Suchowersky O, Labelle N, Growdon JH, et al.","Arch Neurol. 2006 Jun;63(6):826-32.","Arch Neurol.  2006","PubMed","citation","PMID:16769863","pubmed","16769863","create date:2006/06/14 | first author:Sun M",
"Genome-wide scan for white matter hyperintensity: the Framingham Heart Study.","/pubmed/16322484","DeStefano AL, Atwood LD, Massaro JM, Heard-Costa N, Beiser A, Au R, Wolf PA, DeCarli C.","Stroke. 2006 Jan;37(1):77-81.","Stroke.  2006","PubMed","citation","PMID:16322484","pubmed","16322484","create date:2005/12/03 | first author:DeStefano AL",
"Association of NEDD4L ubiquitin ligase with essential hypertension.","/pubmed/16103266","Russo CJ, Melista E, Cui J, DeStefano AL, Bakris GL, Manolis AJ, Gavras H, Baldwin CT.","Hypertension. 2005 Sep;46(3):488-91.","Hypertension.  2005","PubMed","citation","PMID:16103266","pubmed","16103266","create date:2005/08/17 | first author:Russo CJ",
"Heritability and a genome-wide linkage scan for arterial stiffness, wave reflection, and mean arterial pressure: the Framingham Heart Study.","/pubmed/15998672","Mitchell GF, DeStefano AL, Larson MG, Benjamin EJ, Chen MH, Vasan RS, Vita JA, Levy D.","Circulation. 2005 Jul 12;112(2):194-9.","Circulation.  2005","PubMed","citation","PMID:15998672","pubmed","15998672","create date:2005/07/07 | first author:Mitchell GF",
"Polymorphisms in the promoter region of catalase gene and essential hypertension.","/pubmed/15735318","Zhou XF, Cui J, DeStefano AL, Chazaro I, Farrer LA, Manolis AJ, Gavras H, Baldwin CT.","Dis Markers. 2005;21(1):3-7.","Dis Markers.  2005","PubMed","citation","PMID:15735318 | PMCID:PMC3851957","pubmed","15735318","create date:2005/03/01 | first author:Zhou XF",
"Expectation maximization algorithm based haplotype relative risk (EM-HRR): test of linkage disequilibrium using incomplete case-parents trios.","/pubmed/15867473","Guo CY, DeStefano AL, Lunetta KL, Dupuis J, Cupples LA.","Hum Hered. 2005;59(3):125-35.","Hum Hered.  2005","PubMed","citation","PMID:15867473","pubmed","15867473","create date:2005/05/04 | first author:Guo CY",
"Sequence variation of bradykinin receptors B1 and B2 and association with hypertension.","/pubmed/15643125","Cui J, Melista E, Chazaro I, Zhang Y, Zhou X, Manolis AJ, Baldwin CT, Destefano AL, Gavras H.","J Hypertens. 2005 Jan;23(1):55-62.","J Hypertens.  2005","PubMed","citation","PMID:15643125","pubmed","15643125","create date:2005/01/12 | first author:Cui J",
"Genome-wide scan for pulse pressure in the National Heart, Lung and Blood Institute's Framingham Heart Study.","/pubmed/15210652","DeStefano AL, Larson MG, Mitchell GF, Benjamin EJ, Vasan RS, Li J, Corey D, Levy D.","Hypertension. 2004 Aug;44(2):152-5.","Hypertension.  2004","PubMed","citation","PMID:15210652","pubmed","15210652","create date:2004/06/24 | first author:DeStefano AL",
"Genetic analyses of longitudinal phenotype data: a comparison of univariate methods and a multivariate approach.","/pubmed/14975097","Yang Q, Chazaro I, Cui J, Guo CY, Demissie S, Larson M, Atwood LD, Cupples LA, DeStefano AL.","BMC Genet. 2003 Dec 31;4 Suppl 1:S29.","BMC Genet.  2003","PubMed","citation","PMID:14975097 | PMCID:PMC1866464","pubmed","14975097","create date:2004/02/21 | first author:Yang Q",
"Linkage and association with pulmonary function measures on chromosome 6q27 in the Framingham Heart Study.","/pubmed/12966033","Wilk JB, DeStefano AL, Joost O, Myers RH, Cupples LA, Slater K, Atwood LD, Heard-Costa NL, Herbert A, O'Connor GT, Gottlieb DJ.","Hum Mol Genet. 2003 Nov 1;12(21):2745-51.","Hum Mol Genet.  2003","PubMed","citation","PMID:12966033","pubmed","12966033","create date:2003/09/11 | first author:Wilk JB",
"Association of polymorphisms in the promoter region of the PNMT gene with essential hypertension in African Americans but not in whites.","/pubmed/14553966","Cui J, Zhou X, Chazaro I, DeStefano AL, Manolis AJ, Baldwin CT, Gavras H.","Am J Hypertens. 2003 Oct;16(10):859-63.","Am J Hypertens.  2003","PubMed","citation","PMID:14553966","pubmed","14553966","create date:2003/10/14 | first author:Cui J",
"A genome-wide scan of pulmonary function measures in the National Heart, Lung, and Blood Institute Family Heart Study.","/pubmed/12637344","Wilk JB, DeStefano AL, Arnett DK, Rich SS, Djousse L, Crapo RO, Leppert MF, Province MA, Cupples LA, Gottlieb DJ, Myers RH.","Am J Respir Crit Care Med. 2003 Jun 1;167(11):1528-33.","Am J Respir Crit Care Med.  2003","PubMed","citation","PMID:12637344","pubmed","12637344","create date:2003/03/15 | first author:Wilk JB",
"Genetic variants of WNK4 in whites and African Americans with hypertension.","/pubmed/12719438","Erlich PM, Cui J, Chazaro I, Farrer LA, Baldwin CT, Gavras H, DeStefano AL.","Hypertension. 2003 Jun;41(6):1191-5.","Hypertension.  2003","PubMed","citation","PMID:12719438","pubmed","12719438","create date:2003/04/30 | first author:Erlich PM",
"Genomewide linkage analysis to presbycusis in the Framingham Heart Study.","/pubmed/12622536","DeStefano AL, Gates GA, Heard-Costa N, Myers RH, Baldwin CT.","Arch Otolaryngol Head Neck Surg. 2003 Mar;129(3):285-9.","Arch Otolaryngol Head Neck Surg.  2003","PubMed","citation","PMID:12622536","pubmed","12622536","create date:2003/03/08 | first author:DeStefano AL",
"Is DFNA5 a susceptibility gene for age-related hearing impairment?","/pubmed/12461698","Van Laer L, DeStefano AL, Myers RH, Flothmann K, Thys S, Fransen E, Gates GA, Van Camp G, Baldwin CT.","Eur J Hum Genet. 2002 Dec;10(12):883-6.","Eur J Hum Genet.  2002","PubMed","citation","PMID:12461698","pubmed","12461698","create date:2002/12/04 | first author:Van Laer L",
"PARK3 influences age at onset in Parkinson disease: a genome scan in the GenePD study.","/pubmed/11920285","DeStefano AL, Lew MF, Golbe LI, Mark MH, Lazzarini AM, Guttman M, Montgomery E, Waters CH, Singer C, Watts RL, Currie LJ, Wooten GF, Maher NE, Wilk JB, Sullivan KM, Slater KM, Saint-Hilaire MH, Feldman RG, Suchowersky O, Lafontaine AL, Labelle N, Growdon JH, et al.","Am J Hum Genet. 2002 May;70(5):1089-95.","Am J Hum Genet.  2002","PubMed","citation","PMID:11920285 | PMCID:PMC447587","pubmed","11920285","create date:2002/03/29 | first author:DeStefano AL",
