Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Cartilage markers and their association with cartilage loss on magnetic resonance imaging in knee osteoarthritis: the Boston Osteoarthritis Knee Study.","/pubmed/17958892","Hunter DJ, Li J, LaValley M, Bauer DC, Nevitt M, DeGroot J, Poole R, Eyre D, Guermazi A, Gale D, Felson DT.","Arthritis Res Ther. 2007;9(5):R108.","Arthritis Res Ther.  2007","PubMed","citation","PMID:17958892 | PMCID:PMC2212578","pubmed","17958892","create date:2007/10/26 | first author:Hunter DJ",
"Increase in bone marrow lesions associated with cartilage loss: a longitudinal magnetic resonance imaging study of knee osteoarthritis.","/pubmed/16646037","Hunter DJ, Zhang Y, Niu J, Goggins J, Amin S, LaValley MP, Guermazi A, Genant H, Gale D, Felson DT.","Arthritis Rheum. 2006 May;54(5):1529-35.","Arthritis Rheum.  2006","PubMed","citation","PMID:16646037","pubmed","16646037","create date:2006/04/29 | first author:Hunter DJ",
"Extent of occupational hand use among persons with rheumatoid arthritis.","/pubmed/16583427","Allaire S, Wolfe F, Niu J, Baker N, Michaud K, LaValley M.","Arthritis Rheum. 2006 Apr 15;55(2):294-9.","Arthritis Rheum.  2006","PubMed","citation","PMID:16583427","pubmed","16583427","create date:2006/04/04 | first author:Allaire S",
"Prospective studies of dairy product and calcium intakes and prostate cancer risk: a meta-analysis.","/pubmed/16333032","Gao X, LaValley MP, Tucker KL.","J Natl Cancer Inst. 2005 Dec 7;97(23):1768-77. Erratum in: J Natl Cancer Inst. 2006 Mar 1;98(5):366. ","J Natl Cancer Inst.  2005","PubMed","citation","PMID:16333032","pubmed","16333032","create date:2005/12/08 | first author:Gao X",
"The lateral view radiograph for assessment of the tibiofemoral joint space in knee osteoarthritis: its reliability, sensitivity to change, and longitudinal validity.","/pubmed/16255043","LaValley MP, McLaughlin S, Goggins J, Gale D, Nevitt MC, Felson DT.","Arthritis Rheum. 2005 Nov;52(11):3542-7.","Arthritis Rheum.  2005","PubMed","citation","PMID:16255043","pubmed","16255043","create date:2005/10/29 | first author:LaValley MP",
"Structural factors associated with malalignment in knee osteoarthritis: the Boston osteoarthritis knee study.","/pubmed/16265702","Hunter DJ, Zhang Y, Niu J, Tu X, Amin S, Goggins J, Lavalley M, Guermazi A, Gale D, Felson DT.","J Rheumatol. 2005 Nov;32(11):2192-9.","J Rheumatol.  2005","PubMed","citation","PMID:16265702","pubmed","16265702","create date:2005/11/03 | first author:Hunter DJ",
"The relationship between cartilage loss on magnetic resonance imaging and radiographic progression in men and women with knee osteoarthritis.","/pubmed/16200595","Amin S, LaValley MP, Guermazi A, Grigoryan M, Hunter DJ, Clancy M, Niu J, Gale DR, Felson DT.","Arthritis Rheum. 2005 Oct;52(10):3152-9.","Arthritis Rheum.  2005","PubMed","citation","PMID:16200595","pubmed","16200595","create date:2005/10/04 | first author:Amin S",
"Bone marrow lesions in the knee are associated with increased local bone density.","/pubmed/16145676","Lo GH, Hunter DJ, Zhang Y, McLennan CE, Lavalley MP, Kiel DP, McLean RR, Genant HK, Guermazi A, Felson DT.","Arthritis Rheum. 2005 Sep;52(9):2814-21.","Arthritis Rheum.  2005","PubMed","citation","PMID:16145676","pubmed","16145676","create date:2005/09/08 | first author:Lo GH",
"Work disability and its economic effect on 55-64-year-old adults with rheumatoid arthritis.","/pubmed/16082625","Allaire S, Wolfe F, Niu J, Lavalley M, Michaud K.","Arthritis Rheum. 2005 Aug 15;53(4):603-8.","Arthritis Rheum.  2005","PubMed","citation","PMID:16082625","pubmed","16082625","create date:2005/08/06 | first author:Allaire S",
"Effectiveness of glucosamine for symptoms of knee osteoarthritis: results from an internet-based randomized double-blind controlled trial.","/pubmed/15501201","McAlindon T, Formica M, LaValley M, Lehmer M, Kabbara K.","Am J Med. 2004 Nov 1;117(9):643-9.","Am J Med.  2004","PubMed","citation","PMID:15501201","pubmed","15501201","create date:2004/10/27 | first author:McAlindon T",
"Self-management education programs in chronic disease: a systematic review and methodological critique of the literature.","/pubmed/15302634","Warsi A, Wang PS, LaValley MP, Avorn J, Solomon DH.","Arch Intern Med. 2004 Aug 9-23;164(15):1641-9. Review.","Arch Intern Med.  2004","PubMed","citation","PMID:15302634","pubmed","15302634","create date:2004/08/11 | first author:Warsi A",
"Knee adduction moment and development of chronic knee pain in elders.","/pubmed/15188321","Amin S, Luepongsak N, McGibbon CA, LaValley MP, Krebs DE, Felson DT.","Arthritis Rheum. 2004 Jun 15;51(3):371-6.","Arthritis Rheum.  2004","PubMed","citation","PMID:15188321","pubmed","15188321","create date:2004/06/10 | first author:Amin S",
"Intra-articular hyaluronic acid in treatment of knee osteoarthritis: a meta-analysis.","/pubmed/14679274","Lo GH, LaValley M, McAlindon T, Felson DT.","JAMA. 2003 Dec 17;290(23):3115-21.","JAMA.  2003","PubMed","citation","PMID:14679274","pubmed","14679274","create date:2003/12/18 | first author:Lo GH",
"Reduction of job loss in persons with rheumatic diseases receiving vocational rehabilitation: a randomized controlled trial.","/pubmed/14613285","Allaire SH, Li W, LaValley MP.","Arthritis Rheum. 2003 Nov;48(11):3212-8.","Arthritis Rheum.  2003","PubMed","citation","PMID:14613285","pubmed","14613285","create date:2003/11/13 | first author:Allaire SH",
"Bone marrow edema and its relation to progression of knee osteoarthritis.","/pubmed/12965941","Felson DT, McLaughlin S, Goggins J, LaValley MP, Gale ME, Totterman S, Li W, Hill C, Gale D.","Ann Intern Med. 2003 Sep 2;139(5 Pt 1):330-6.","Ann Intern Med.  2003","PubMed","citation","PMID:12965941","pubmed","12965941","create date:2003/09/11 | first author:Felson DT",
"Conducting clinical trials over the internet: feasibility study.","/pubmed/12946971","McAlindon T, Formica M, Kabbara K, LaValley M, Lehmer M.","BMJ. 2003 Aug 30;327(7413):484-7. No abstract available. ","BMJ.  2003","PubMed","citation","PMID:12946971 | PMCID:PMC188386","pubmed","12946971","create date:2003/08/30 | first author:McAlindon T",
"Arthritis self-management education programs: a meta-analysis of the effect on pain and disability.","/pubmed/12905474","Warsi A, LaValley MP, Wang PS, Avorn J, Solomon DH.","Arthritis Rheum. 2003 Aug;48(8):2207-13.","Arthritis Rheum.  2003","PubMed","citation","PMID:12905474","pubmed","12905474","create date:2003/08/09 | first author:Warsi A",
"Bias due to missing exposure data using complete-case analysis in the proportional hazards regression model.","/pubmed/12590413","Demissie S, LaValley MP, Horton NJ, Glynn RJ, Cupples LA.","Stat Med. 2003 Feb 28;22(4):545-57.","Stat Med.  2003","PubMed","citation","PMID:12590413","pubmed","12590413","create date:2003/02/19 | first author:Demissie S",
"Truth survival.","/pubmed/12458997","LaValley MP, Felson DT.","Ann Intern Med. 2002 Dec 3;137(11):932; author reply 932. No abstract available. ","Ann Intern Med.  2002","PubMed","citation","PMID:12458997","pubmed","12458997","create date:2002/12/03 | first author:LaValley MP",
"The comparative efficacy of drug therapies used for the management of corticosteroid-induced osteoporosis: a meta-regression.","/pubmed/12162505","Amin S, Lavalley MP, Simms RW, Felson DT.","J Bone Miner Res. 2002 Aug;17(8):1512-26.","J Bone Miner Res.  2002","PubMed","citation","PMID:12162505","pubmed","12162505","create date:2002/08/07 | first author:Amin S",
"Discrepancy between published report and actual conduct of randomized clinical trials.","/pubmed/12384192","Hill CL, LaValley MP, Felson DT.","J Clin Epidemiol. 2002 Aug;55(8):783-6.","J Clin Epidemiol.  2002","PubMed","citation","PMID:12384192","pubmed","12384192","create date:2002/10/18 | first author:Hill CL",
"Statistical presentation and analysis of ordered categorical outcome data in rheumatology journals.","/pubmed/12115154","LaValley MP, Felson DT.","Arthritis Rheum. 2002 Jun 15;47(3):255-9.","Arthritis Rheum.  2002","PubMed","citation","PMID:12115154","pubmed","12115154","create date:2002/07/13 | first author:LaValley MP",
"Secular changes in the quality of published randomized clinical trials in rheumatology.","/pubmed/11920415","Hill CL, LaValley MP, Felson DT.","Arthritis Rheum. 2002 Mar;46(3):779-84.","Arthritis Rheum.  2002","PubMed","citation","PMID:11920415","pubmed","11920415","create date:2002/03/29 | first author:Hill CL",
