Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.","/pubmed/24162737","Lambert JC, Ibrahim-Verbaas CA, Harold D, Naj AC, Sims R, Bellenguez C, DeStafano AL, Bis JC, Beecham GW, Grenier-Boley B, Russo G, Thorton-Wells TA, Jones N, Smith AV, Chouraki V, Thomas C, Ikram MA, Zelenika D, Vardarajan BN, Kamatani Y, Lin CF, Gerrish A, et al.","Nat Genet. 2013 Dec;45(12):1452-8. doi: 10.1038/ng.2802.","Nat Genet.  2013","PubMed","citation","PMID:24162737 | PMCID:PMC3896259","pubmed","24162737","create date:2013/10/29 | first author:Lambert JC",
"Incremental value of rare genetic variants for the prediction of multifactorial diseases.","/pubmed/23961719","Mihaescu R, Pencina MJ, Alonso A, Lunetta KL, Heckbert SR, Benjamin EJ, Janssens AC.","Genome Med. 2013 Aug 20;5(8):76. doi: 10.1186/gm480.","Genome Med.  2013","PubMed","citation","PMID:23961719 | PMCID:PMC3971349","pubmed","23961719","create date:2013/08/22 | first author:Mihaescu R",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Association of heat shock proteins with all-cause mortality.","/pubmed/22555621","Broer L, Demerath EW, Garcia ME, Homuth G, Kaplan RC, Lunetta KL, Tanaka T, Tranah GJ, Walter S, Arnold AM, Atzmon G, Harris TB, Hoffmann W, Karasik D, Kiel DP, Kocher T, Launer LJ, Lohman KK, Rotter JI, Tiemeier H, Uitterlinden AG, Wallaschofski H, et al.","Age (Dordr). 2013 Aug;35(4):1367-76. doi: 10.1007/s11357-012-9417-7.","Age (Dordr).  2013","PubMed","citation","PMID:22555621 | PMCID:PMC3705092","pubmed","22555621","create date:2012/05/05 | first author:Broer L",
"Association of adiposity genetic variants with menarche timing in 92,105 women of European descent.","/pubmed/23558354","Fernández-Rhodes L, Demerath EW, Cousminer DL, Tao R, Dreyfus JG, Esko T, Smith AV, Gudnason V, Harris TB, Launer L, McArdle PF, Yerges-Armstrong LM, Elks CE, Strachan DP, Kutalik Z, Vollenweider P, Feenstra B, Boyd HA, Metspalu A, Mihailov E, Broer L, Zillikens MC, et al.","Am J Epidemiol. 2013 Aug 1;178(3):451-60. doi: 10.1093/aje/kws473.","Am J Epidemiol.  2013","PubMed","citation","PMID:23558354 | PMCID:PMC3816344","pubmed","23558354","create date:2013/04/06 | first author:Fernández-Rhodes L",
"APOE genotype and MRI markers of cerebrovascular disease: systematic review and meta-analysis.","/pubmed/23858411","Schilling S, DeStefano AL, Sachdev PS, Choi SH, Mather KA, DeCarli CD, Wen W, Høgh P, Raz N, Au R, Beiser A, Wolf PA, Romero JR, Zhu YC, Lunetta KL, Farrer L, Dufouil C, Kuller LH, Mazoyer B, Seshadri S, Tzourio C, Debette S.","Neurology. 2013 Jul 16;81(3):292-300. doi: 10.1212/WNL.0b013e31829bfda4. Review.","Neurology.  2013","PubMed","citation","PMID:23858411 | PMCID:PMC3770168","pubmed","23858411","create date:2013/07/17 | first author:Schilling S",
"Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders.","/pubmed/23583979","den Hoed M, Eijgelsheim M, Esko T, Brundel BJ, Peal DS, Evans DM, Nolte IM, Segrè AV, Holm H, Handsaker RE, Westra HJ, Johnson T, Isaacs A, Yang J, Lundby A, Zhao JH, Kim YJ, Go MJ, Almgren P, Bochud M, Boucher G, Cornelis MC, et al.","Nat Genet. 2013 Jun;45(6):621-31. doi: 10.1038/ng.2610.","Nat Genet.  2013","PubMed","citation","PMID:23583979 | PMCID:PMC3696959","pubmed","23583979","create date:2013/04/16 | first author:den Hoed M",
"Variants in the ATP-binding cassette transporter (ABCA7), apolipoprotein E ϵ4,and the risk of late-onset Alzheimer disease in African Americans.","/pubmed/23571587","Reitz C, Jun G, Naj A, Rajbhandary R, Vardarajan BN, Wang LS, Valladares O, Lin CF, Larson EB, Graff-Radford NR, Evans D, De Jager PL, Crane PK, Buxbaum JD, Murrell JR, Raj T, Ertekin-Taner N, Logue M, Baldwin CT, Green RC, Barnes LL, Cantwell LB, et al.","JAMA. 2013 Apr 10;309(14):1483-92. doi: 10.1001/jama.2013.2973.","JAMA.  2013","PubMed","citation","PMID:23571587 | PMCID:PMC3667653","pubmed","23571587","create date:2013/04/11 | first author:Reitz C",
"A genome-wide association study of depressive symptoms.","/pubmed/23290196","Hek K, Demirkan A, Lahti J, Terracciano A, Teumer A, Cornelis MC, Amin N, Bakshis E, Baumert J, Ding J, Liu Y, Marciante K, Meirelles O, Nalls MA, Sun YV, Vogelzangs N, Yu L, Bandinelli S, Benjamin EJ, Bennett DA, Boomsma D, Cannas A, et al.","Biol Psychiatry. 2013 Apr 1;73(7):667-78. doi: 10.1016/j.biopsych.2012.09.033.","Biol Psychiatry.  2013","PubMed","citation","PMID:23290196 | PMCID:PMC3845085","pubmed","23290196","create date:2013/01/08 | first author:Hek K",
"A genome-wide association study of early menopause and the combined impact of identified variants.","/pubmed/23307926","Perry JR, Corre T, Esko T, Chasman DI, Fischer K, Franceschini N, He C, Kutalik Z, Mangino M, Rose LM, Vernon Smith A, Stolk L, Sulem P, Weedon MN, Zhuang WV, Arnold A, Ashworth A, Bergmann S, Buring JE, Burri A, Chen C, Cornelis MC, et al.","Hum Mol Genet. 2013 Apr 1;22(7):1465-72. doi: 10.1093/hmg/dds551.","Hum Mol Genet.  2013","PubMed","citation","PMID:23307926 | PMCID:PMC3596848","pubmed","23307926","create date:2013/01/12 | first author:Perry JR",
"Methods for meta-analysis of genetic data.","/pubmed/23595597","Lunetta KL.","Curr Protoc Hum Genet. 2013;Chapter 1:Unit1.24. doi: 10.1002/0471142905.hg0124s77.","Curr Protoc Hum Genet.  2013","PubMed","citation","PMID:23595597","pubmed","23595597","create date:2013/04/19 | first author:Lunetta KL",
"Transferability and fine-mapping of glucose and insulin quantitative trait loci across populations: CARe, the Candidate Gene Association Resource.","/pubmed/22893027","Liu CT, Ng MC, Rybin D, Adeyemo A, Bielinski SJ, Boerwinkle E, Borecki I, Cade B, Chen YD, Djousse L, Fornage M, Goodarzi MO, Grant SF, Guo X, Harris T, Kabagambe E, Kizer JR, Liu Y, Lunetta KL, Mukamal K, Nettleton JA, Pankow JS, et al.","Diabetologia. 2012 Nov;55(11):2970-84. doi: 10.1007/s00125-012-2656-4.","Diabetologia.  2012","PubMed","citation","PMID:22893027 | PMCID:PMC3804308","pubmed","22893027","create date:2012/08/16 | first author:Liu CT",
"Assessment of cortical and striatal involvement in 523 Huntington disease brains.","/pubmed/23035064","Hadzi TC, Hendricks AE, Latourelle JC, Lunetta KL, Cupples LA, Gillis T, Mysore JS, Gusella JF, MacDonald ME, Myers RH, Vonsattel JP.","Neurology. 2012 Oct 16;79(16):1708-15. doi: 10.1212/WNL.0b013e31826e9a5d.","Neurology.  2012","PubMed","citation","PMID:23035064 | PMCID:PMC3468776","pubmed","23035064","create date:2012/10/05 | first author:Hadzi TC",
"Comprehensive search for Alzheimer disease susceptibility loci in the APOE region.","/pubmed/22869155","Jun G, Vardarajan BN, Buros J, Yu CE, Hawk MV, Dombroski BA, Crane PK, Larson EB; Alzheimer's Disease Genetics Consortium., Mayeux R, Haines JL, Lunetta KL, Pericak-Vance MA, Schellenberg GD, Farrer LA.","Arch Neurol. 2012 Oct;69(10):1270-9.","Arch Neurol.  2012","PubMed","citation","PMID:22869155 | PMCID:PMC3579659","pubmed","22869155","create date:2012/08/08 | first author:Jun G",
"Novel late-onset Alzheimer disease loci variants associate with brain gene expression.","/pubmed/22722634","Allen M, Zou F, Chai HS, Younkin CS, Crook J, Pankratz VS, Carrasquillo MM, Rowley CN, Nair AA, Middha S, Maharjan S, Nguyen T, Ma L, Malphrus KG, Palusak R, Lincoln S, Bisceglio G, Georgescu C, Schultz D, Rakhshan F, Kolbert CP, Jen J, et al.","Neurology. 2012 Jul 17;79(3):221-8. doi: 10.1212/WNL.0b013e3182605801.","Neurology.  2012","PubMed","citation","PMID:22722634 | PMCID:PMC3398432","pubmed","22722634","create date:2012/06/23 | first author:Allen M",
"Multiple loci influencing hippocampal degeneration identified by genome scan.","/pubmed/22745009","Melville SA, Buros J, Parrado AR, Vardarajan B, Logue MW, Shen L, Risacher SL, Kim S, Jun G, DeCarli C, Lunetta KL, Baldwin CT, Saykin AJ, Farrer LA; Alzheimer's Disease Neuroimaging Initiative..","Ann Neurol. 2012 Jul;72(1):65-75. doi: 10.1002/ana.23644.","Ann Neurol.  2012","PubMed","citation","PMID:22745009 | PMCID:PMC3405172","pubmed","22745009","create date:2012/06/30 | first author:Melville SA",
"The search for longevity and healthy aging genes: insights from epidemiological studies and samples of long-lived individuals.","/pubmed/22499766","Murabito JM, Yuan R, Lunetta KL.","J Gerontol A Biol Sci Med Sci. 2012 May;67(5):470-9. doi: 10.1093/gerona/gls089. Review.","J Gerontol A Biol Sci Med Sci.  2012","PubMed","citation","PMID:22499766 | PMCID:PMC3326242","pubmed","22499766","create date:2012/04/14 | first author:Murabito JM",
"Serum paraoxonase activity is associated with variants in the PON gene cluster and risk of Alzheimer disease.","/pubmed/20980077","Erlich PM, Lunetta KL, Cupples LA, Abraham CR, Green RC, Baldwin CT, Farrer LA.","Neurobiol Aging. 2012 May;33(5):1015.e7-23. doi: 10.1016/j.neurobiolaging.2010.08.003.","Neurobiol Aging.  2012","PubMed","citation","PMID:20980077 | PMCID:PMC3034817","pubmed","20980077","create date:2010/10/29 | first author:Erlich PM",
"Meta-analysis identifies six new susceptibility loci for atrial fibrillation.","/pubmed/22544366","Ellinor PT, Lunetta KL, Albert CM, Glazer NL, Ritchie MD, Smith AV, Arking DE, Müller-Nurasyid M, Krijthe BP, Lubitz SA, Bis JC, Chung MK, Dörr M, Ozaki K, Roberts JD, Smith JG, Pfeufer A, Sinner MF, Lohman K, Ding J, Smith NL, Smith JD, et al.","Nat Genet. 2012 Apr 29;44(6):670-5. doi: 10.1038/ng.2261.","Nat Genet.  2012","PubMed","citation","PMID:22544366 | PMCID:PMC3366038","pubmed","22544366","create date:2012/05/01 | first author:Ellinor PT",
"Reproductive aging-associated common genetic variants and the risk of breast cancer.","/pubmed/22433456","He C, Chasman DI, Dreyfus J, Hwang SJ, Ruiter R, Sanna S, Buring JE, Fernández-Rhodes L, Franceschini N, Hankinson SE, Hofman A, Lunetta KL, Palmieri G, Porcu E, Rivadeneira F, Rose LM, Splansky GL, Stolk L, Uitterlinden AG, Chanock SJ, Crisponi L, Demerath EW, et al.","Breast Cancer Res. 2012 Mar 20;14(2):R54.","Breast Cancer Res.  2012","PubMed","citation","PMID:22433456 | PMCID:PMC3446388","pubmed","22433456","create date:2012/03/22 | first author:He C",
"Meta-analyses identify 13 loci associated with age at menopause and highlight DNA repair and immune pathways.","/pubmed/22267201","Stolk L, Perry JR, Chasman DI, He C, Mangino M, Sulem P, Barbalic M, Broer L, Byrne EM, Ernst F, Esko T, Franceschini N, Gudbjartsson DF, Hottenga JJ, Kraft P, McArdle PF, Porcu E, Shin SY, Smith AV, van Wingerden S, Zhai G, Zhuang WV, et al.","Nat Genet. 2012 Jan 22;44(3):260-8. doi: 10.1038/ng.1051.","Nat Genet.  2012","PubMed","citation","PMID:22267201 | PMCID:PMC3288642","pubmed","22267201","create date:2012/01/24 | first author:Stolk L",
"A genome-wide association meta-analysis of circulating sex hormone-binding globulin reveals multiple Loci implicated in sex steroid hormone regulation.","/pubmed/22829776","Coviello AD, Haring R, Wellons M, Vaidya D, Lehtimäki T, Keildson S, Lunetta KL, He C, Fornage M, Lagou V, Mangino M, Onland-Moret NC, Chen B, Eriksson J, Garcia M, Liu YM, Koster A, Lohman K, Lyytikäinen LP, Petersen AK, Prescott J, Stolk L, et al.","PLoS Genet. 2012;8(7):e1002805. doi: 10.1371/journal.pgen.1002805.","PLoS Genet.  2012","PubMed","citation","PMID:22829776 | PMCID:PMC3400553","pubmed","22829776","create date:2012/07/26 | first author:Coviello AD",
"A comparison of gene region simulation methods.","/pubmed/22815869","Hendricks AE, Dupuis J, Gupta M, Logue MW, Lunetta KL.","PLoS One. 2012;7(7):e40925. doi: 10.1371/journal.pone.0040925.","PLoS One.  2012","PubMed","citation","PMID:22815869 | PMCID:PMC3399793","pubmed","22815869","create date:2012/07/21 | first author:Hendricks AE",
"A comprehensive genetic association study of Alzheimer disease in African Americans.","/pubmed/22159054","Logue MW, Schu M, Vardarajan BN, Buros J, Green RC, Go RC, Griffith P, Obisesan TO, Shatz R, Borenstein A, Cupples LA, Lunetta KL, Fallin MD, Baldwin CT, Farrer LA; Multi-Institutional Research on Alzheimer Genetic Epidemiology (MIRAGE) Study Group..","Arch Neurol. 2011 Dec;68(12):1569-79. doi: 10.1001/archneurol.2011.646.","Arch Neurol.  2011","PubMed","citation","PMID:22159054 | PMCID:PMC3356921","pubmed","22159054","create date:2011/12/14 | first author:Logue MW",
"Large common deletions associate with mortality at old age.","/pubmed/21835882","Kuningas M, Estrada K, Hsu YH, Nandakumar K, Uitterlinden AG, Lunetta KL, van Duijn CM, Karasik D, Hofman A, Murabito J, Rivadeneira F, Kiel DP, Tiemeier H.","Hum Mol Genet. 2011 Nov 1;20(21):4290-6. doi: 10.1093/hmg/ddr340.","Hum Mol Genet.  2011","PubMed","citation","PMID:21835882 | PMCID:PMC3188993","pubmed","21835882","create date:2011/08/13 | first author:Kuningas M",
"A genome-wide association study of aging.","/pubmed/21782286","Walter S, Atzmon G, Demerath EW, Garcia ME, Kaplan RC, Kumari M, Lunetta KL, Milaneschi Y, Tanaka T, Tranah GJ, Völker U, Yu L, Arnold A, Benjamin EJ, Biffar R, Buchman AS, Boerwinkle E, Couper D, De Jager PL, Evans DA, Harris TB, Hoffmann W, et al.","Neurobiol Aging. 2011 Nov;32(11):2109.e15-28. doi: 10.1016/j.neurobiolaging.2011.05.026.","Neurobiol Aging.  2011","PubMed","citation","PMID:21782286 | PMCID:PMC3193030","pubmed","21782286","create date:2011/07/26 | first author:Walter S",
"Large-scale candidate gene analysis in whites and African Americans identifies IL6R polymorphism in relation to atrial fibrillation: the National Heart, Lung, and Blood Institute's Candidate Gene Association Resource (CARe) project.","/pubmed/21846873","Schnabel RB, Kerr KF, Lubitz SA, Alkylbekova EL, Marcus GM, Sinner MF, Magnani JW, Wolf PA, Deo R, Lloyd-Jones DM, Lunetta KL, Mehra R, Levy D, Fox ER, Arking DE, Mosley TH, Müller-Nurasyid M, Young TR, Wichmann HE, Seshadri S, Farlow DN, Rotter JI, et al.","Circ Cardiovasc Genet. 2011 Oct;4(5):557-64. doi: 10.1161/CIRCGENETICS.110.959197.","Circ Cardiovasc Genet.  2011","PubMed","citation","PMID:21846873 | PMCID:PMC3224824","pubmed","21846873","create date:2011/08/19 | first author:Schnabel RB",
"Genetic determinants of serum testosterone concentrations in men.","/pubmed/21998597","Ohlsson C, Wallaschofski H, Lunetta KL, Stolk L, Perry JR, Koster A, Petersen AK, Eriksson J, Lehtimäki T, Huhtaniemi IT, Hammond GL, Maggio M, Coviello AD; EMAS Study Group., Ferrucci L, Heier M, Hofman A, Holliday KL, Jansson JO, Kähönen M, Karasik D, Karlsson MK, et al.","PLoS Genet. 2011 Oct;7(10):e1002313. doi: 10.1371/journal.pgen.1002313.","PLoS Genet.  2011","PubMed","citation","PMID:21998597 | PMCID:PMC3188559","pubmed","21998597","create date:2011/10/15 | first author:Ohlsson C",
"Frailty models: Applications to biomedical and genetic studies.","/pubmed/21786277","Govindarajulu US, Lin H, Lunetta KL, D'Agostino RB Sr.","Stat Med. 2011 Sep 30;30(22):2754-64. doi: 10.1002/sim.4277.","Stat Med.  2011","PubMed","citation","PMID:21786277","pubmed","21786277","create date:2011/07/26 | first author:Govindarajulu US",
"Magnetic resonance imaging-measured atrophy and its relationship to cognitive functioning in vascular dementia and Alzheimer's disease patients.","/pubmed/21723205","Logue MW, Posner H, Green RC, Moline M, Cupples LA, Lunetta KL, Zou H, Hurt SW, Farrer LA, Decarli C; MIRAGE Study Group..","Alzheimers Dement. 2011 Sep;7(5):493-500. doi: 10.1016/j.jalz.2011.01.004.","Alzheimers Dement.  2011","PubMed","citation","PMID:21723205 | PMCID:PMC3166967","pubmed","21723205","create date:2011/07/05 | first author:Logue MW",
"Functional polymorphisms in UDP-glucuronosyl transferases and recurrence in tamoxifen-treated breast cancer survivors.","/pubmed/21750172","Ahern TP, Christensen M, Cronin-Fenton DP, Lunetta KL, Søiland H, Gjerde J, Garne JP, Rosenberg CL, Silliman RA, Sørensen HT, Lash TL, Hamilton-Dutoit S.","Cancer Epidemiol Biomarkers Prev. 2011 Sep;20(9):1937-43. doi: 10.1158/1055-9965.EPI-11-0419.","Cancer Epidemiol Biomarkers Prev.  2011","PubMed","citation","PMID:21750172 | PMCID:PMC3169710","pubmed","21750172","create date:2011/07/14 | first author:Ahern TP",
"Evaluation of methods accounting for population structure with pedigree data and continuous outcomes.","/pubmed/21618600","Peloso GM, Dupuis J, Lunetta KL.","Genet Epidemiol. 2011 Sep;35(6):427-36. doi: 10.1002/gepi.20590.","Genet Epidemiol.  2011","PubMed","citation","PMID:21618600","pubmed","21618600","create date:2011/05/28 | first author:Peloso GM",
"Circulating testosterone and SHBG concentrations are heritable in women: the Framingham Heart Study.","/pubmed/21752884","Coviello AD, Zhuang WV, Lunetta KL, Bhasin S, Ulloor J, Zhang A, Karasik D, Kiel DP, Vasan RS, Murabito JM.","J Clin Endocrinol Metab. 2011 Sep;96(9):E1491-5. doi: 10.1210/jc.2011-0050.","J Clin Endocrinol Metab.  2011","PubMed","citation","PMID:21752884 | PMCID:PMC3167671","pubmed","21752884","create date:2011/07/15 | first author:Coviello AD",
"Choice of population structure informative principal components for adjustment in a case-control study.","/pubmed/21771328","Peloso GM, Lunetta KL.","BMC Genet. 2011 Jul 19;12:64. doi: 10.1186/1471-2156-12-64.","BMC Genet.  2011","PubMed","citation","PMID:21771328 | PMCID:PMC3150322","pubmed","21771328","create date:2011/07/21 | first author:Peloso GM",
"Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease.","/pubmed/21460841","Naj AC, Jun G, Beecham GW, Wang LS, Vardarajan BN, Buros J, Gallins PJ, Buxbaum JD, Jarvik GP, Crane PK, Larson EB, Bird TD, Boeve BF, Graff-Radford NR, De Jager PL, Evans D, Schneider JA, Carrasquillo MM, Ertekin-Taner N, Younkin SG, Cruchaga C, Kauwe JS, et al.","Nat Genet. 2011 May;43(5):436-41. doi: 10.1038/ng.801.","Nat Genet.  2011","PubMed","citation","PMID:21460841 | PMCID:PMC3090745","pubmed","21460841","create date:2011/04/05 | first author:Naj AC",
"Eight common genetic variants associated with serum DHEAS levels suggest a key role in ageing mechanisms.","/pubmed/21533175","Zhai G, Teumer A, Stolk L, Perry JR, Vandenput L, Coviello AD, Koster A, Bell JT, Bhasin S, Eriksson J, Eriksson A, Ernst F, Ferrucci L, Frayling TM, Glass D, Grundberg E, Haring R, Hedman AK, Hofman A, Kiel DP, Kroemer HK, Liu Y, et al.","PLoS Genet. 2011 Apr;7(4):e1002025. doi: 10.1371/journal.pgen.1002025.","PLoS Genet.  2011","PubMed","citation","PMID:21533175 | PMCID:PMC3077384","pubmed","21533175","create date:2011/05/03 | first author:Zhai G",
"CYP2D6 inhibition and breast cancer recurrence in a population-based study in Denmark.","/pubmed/21325141","Lash TL, Cronin-Fenton D, Ahern TP, Rosenberg CL, Lunetta KL, Silliman RA, Garne JP, Sørensen HT, Hellberg Y, Christensen M, Pedersen L, Hamilton-Dutoit S.","J Natl Cancer Inst. 2011 Mar 16;103(6):489-500. doi: 10.1093/jnci/djr010.","J Natl Cancer Inst.  2011","PubMed","citation","PMID:21325141 | PMCID:PMC3057982","pubmed","21325141","create date:2011/02/18 | first author:Lash TL",
"Lack of replication in polymorphisms reported to be associated with atrial fibrillation.","/pubmed/21056700","Sinner MF, Lubitz SA, Pfeufer A, Makino S, Beckmann BM, Lunetta KL, Steinbeck G, Perz S, Rahman R, Sonni A, Greenberg SM, Furie KL, Wichmann HE, Meitinger T, Peters A, Benjamin EJ, Rosand J, Ellinor PT, Kääb S.","Heart Rhythm. 2011 Mar;8(3):403-9. doi: 10.1016/j.hrthm.2010.11.003.","Heart Rhythm.  2011","PubMed","citation","PMID:21056700 | PMCID:PMC3068750","pubmed","21056700","create date:2010/11/09 | first author:Sinner MF",
"A common connexin-40 gene promoter variant affects connexin-40 expression in human atria and is associated with atrial fibrillation.","/pubmed/21076161","Wirka RC, Gore S, Van Wagoner DR, Arking DE, Lubitz SA, Lunetta KL, Benjamin EJ, Alonso A, Ellinor PT, Barnard J, Chung MK, Smith JD.","Circ Arrhythm Electrophysiol. 2011 Feb;4(1):87-93. doi: 10.1161/CIRCEP.110.959726.","Circ Arrhythm Electrophysiol.  2011","PubMed","citation","PMID:21076161 | PMCID:PMC3057452","pubmed","21076161","create date:2010/11/16 | first author:Wirka RC",
"Association of TTR polymorphisms with hippocampal atrophy in Alzheimer disease families.","/pubmed/19328595","Cuenco KT, Friedland R, Baldwin CT, Guo J, Vardarajan B, Lunetta KL, Cupples LA, Green RC, DeCarli C, Farrer LA; MIRAGE Study Group..","Neurobiol Aging. 2011 Feb;32(2):249-56. doi: 10.1016/j.neurobiolaging.2009.02.014.","Neurobiol Aging.  2011","PubMed","citation","PMID:19328595 | PMCID:PMC2930090","pubmed","19328595","create date:2009/03/31 | first author:Cuenco KT",
"Meta-analysis confirms CR1, CLU, and PICALM as alzheimer disease risk loci and reveals interactions with APOE genotypes.","/pubmed/20697030","Jun G, Naj AC, Beecham GW, Wang LS, Buros J, Gallins PJ, Buxbaum JD, Ertekin-Taner N, Fallin MD, Friedland R, Inzelberg R, Kramer P, Rogaeva E, St George-Hyslop P; Alzheimer's Disease Genetics Consortium., Cantwell LB, Dombroski BA, Saykin AJ, Reiman EM, Bennett DA, Morris JC, Lunetta KL, et al.","Arch Neurol. 2010 Dec;67(12):1473-84. doi: 10.1001/archneurol.2010.201. Erratum in: Arch Neurol. 2011 Feb;68(2):159. ","Arch Neurol.  2010","PubMed","citation","PMID:20697030 | PMCID:PMC3048805","pubmed","20697030","create date:2010/08/11 | first author:Jun G",
"Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.","/pubmed/21102462","Elks CE, Perry JR, Sulem P, Chasman DI, Franceschini N, He C, Lunetta KL, Visser JA, Byrne EM, Cousminer DL, Gudbjartsson DF, Esko T, Feenstra B, Hottenga JJ, Koller DL, Kutalik Z, Lin P, Mangino M, Marongiu M, McArdle PF, Smith AV, Stolk L, et al.","Nat Genet. 2010 Dec;42(12):1077-85. doi: 10.1038/ng.714.","Nat Genet.  2010","PubMed","citation","PMID:21102462 | PMCID:PMC3140055","pubmed","21102462","create date:2010/11/26 | first author:Elks CE",
"Concordance of metabolic enzyme genotypes assayed from paraffin-embedded, formalin-fixed breast tumors and normal lymphatic tissue.","/pubmed/21152250","Ahern TP, Christensen M, Cronin-Fenton DP, Lunetta KL, Rosenberg CL, Sørensen HT, Lash TL, Hamilton-Dutoit S.","Clin Epidemiol. 2010 Oct 22;2:241-6. doi: 10.2147/CLEP.S13811.","Clin Epidemiol.  2010","PubMed","citation","PMID:21152250 | PMCID:PMC2998813","pubmed","21152250","create date:2010/12/15 | first author:Ahern TP",
"Independent susceptibility markers for atrial fibrillation on chromosome 4q25.","/pubmed/20733104","Lubitz SA, Sinner MF, Lunetta KL, Makino S, Pfeufer A, Rahman R, Veltman CE, Barnard J, Bis JC, Danik SP, Sonni A, Shea MA, Del Monte F, Perz S, Müller M, Peters A, Greenberg SM, Furie KL, van Noord C, Boerwinkle E, Stricker BH, Witteman J, et al.","Circulation. 2010 Sep 7;122(10):976-84. doi: 10.1161/CIRCULATIONAHA.109.886440.","Circulation.  2010","PubMed","citation","PMID:20733104 | PMCID:PMC2978508","pubmed","20733104","create date:2010/08/25 | first author:Lubitz SA",
"Head circumference, atrophy, and cognition: implications for brain reserve in Alzheimer disease.","/pubmed/20625166","Perneczky R, Wagenpfeil S, Lunetta KL, Cupples LA, Green RC, Decarli C, Farrer LA, Kurz A; MIRAGE Study Group..","Neurology. 2010 Jul 13;75(2):137-42. doi: 10.1212/WNL.0b013e3181e7ca97.","Neurology.  2010","PubMed","citation","PMID:20625166 | PMCID:PMC2905931","pubmed","20625166","create date:2010/07/14 | first author:Perneczky R",
"A meta-analysis of four genome-wide association studies of survival to age 90 years or older: the Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium.","/pubmed/20304771","Newman AB, Walter S, Lunetta KL, Garcia ME, Slagboom PE, Christensen K, Arnold AM, Aspelund T, Aulchenko YS, Benjamin EJ, Christiansen L, D'Agostino RB Sr, Fitzpatrick AL, Franceschini N, Glazer NL, Gudnason V, Hofman A, Kaplan R, Karasik D, Kelly-Hayes M, Kiel DP, Launer LJ, et al.","J Gerontol A Biol Sci Med Sci. 2010 May;65(5):478-87. doi: 10.1093/gerona/glq028.","J Gerontol A Biol Sci Med Sci.  2010","PubMed","citation","PMID:20304771 | PMCID:PMC2854887","pubmed","20304771","create date:2010/03/23 | first author:Newman AB",
"Breast cancer recurrence risk related to concurrent use of SSRI antidepressants and tamoxifen.","/pubmed/20156115","Lash TL, Cronin-Fenton D, Ahern TP, Rosenberg CL, Lunetta KL, Silliman RA, Hamilton-Dutoit S, Garne JP, Ewertz M, Sørensen HT, Pedersen L.","Acta Oncol. 2010 Apr;49(3):305-12. doi: 10.3109/02841860903575273.","Acta Oncol.  2010","PubMed","citation","PMID:20156115 | PMCID:PMC2892037","pubmed","20156115","create date:2010/02/17 | first author:Lash TL",
"Common variants in KCNN3 are associated with lone atrial fibrillation.","/pubmed/20173747","Ellinor PT, Lunetta KL, Glazer NL, Pfeufer A, Alonso A, Chung MK, Sinner MF, de Bakker PI, Mueller M, Lubitz SA, Fox E, Darbar D, Smith NL, Smith JD, Schnabel RB, Soliman EZ, Rice KM, Van Wagoner DR, Beckmann BM, van Noord C, Wang K, Ehret GB, et al.","Nat Genet. 2010 Mar;42(3):240-4. doi: 10.1038/ng.537.","Nat Genet.  2010","PubMed","citation","PMID:20173747 | PMCID:PMC2871387","pubmed","20173747","create date:2010/02/23 | first author:Ellinor PT",
"Genome-wide association study of PR interval.","/pubmed/20062060","Pfeufer A, van Noord C, Marciante KD, Arking DE, Larson MG, Smith AV, Tarasov KV, Müller M, Sotoodehnia N, Sinner MF, Verwoert GC, Li M, Kao WH, Köttgen A, Coresh J, Bis JC, Psaty BM, Rice K, Rotter JI, Rivadeneira F, Hofman A, Kors JA, et al.","Nat Genet. 2010 Feb;42(2):153-9. doi: 10.1038/ng.517.","Nat Genet.  2010","PubMed","citation","PMID:20062060 | PMCID:PMC2850197","pubmed","20062060","create date:2010/01/12 | first author:Pfeufer A",
"Principal-component-based population structure adjustment in the North American Rheumatoid Arthritis Consortium data: impact of single-nucleotide polymorphism set and analysis method.","/pubmed/20017972","Peloso GM, Timofeev N, Lunetta KL.","BMC Proc. 2009 Dec 15;3 Suppl 7:S108.","BMC Proc.  2009","PubMed","citation","PMID:20017972 | PMCID:PMC2795879","pubmed","20017972","create date:2009/12/19 | first author:Peloso GM",
