Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Increased intensity of treatment and decreased mortality in elderly patients in an intensive care unit over a decade.","/pubmed/19633539","Lerolle N, Trinquart L, Bornstain C, Tadié JM, Imbert A, Diehl JL, Fagon JY, Guérot E.","Crit Care Med. 2010 Jan;38(1):59-64. doi: 10.1097/CCM.0b013e3181b088ec.","Crit Care Med.  2010","PubMed","citation","PMID:19633539","pubmed","19633539","create date:2009/07/28 | first author:Lerolle N",
"Systematic review of the perioperative risks of stroke or death after carotid angioplasty and stenting.","/pubmed/19892997","Touzé E, Trinquart L, Chatellier G, Mas JL.","Stroke. 2009 Dec;40(12):e683-93. doi: 10.1161/STROKEAHA.109.562041. Review. Erratum in: Stroke. 2010 Nov;41(11):e601.  Stroke. 2010 Apr;41(4):e400. ","Stroke.  2009","PubMed","citation","PMID:19892997","pubmed","19892997","create date:2009/11/07 | first author:Touzé E",
"A hand-held ultrasound machine vs. conventional ultrasound machine in the bedside assessment of post-liver transplant patients.","/pubmed/19424700","Trinquart L, Bruno O, Angeli ML, Belghiti J, Chatellier G, Vilgrain V.","Eur Radiol. 2009 Oct;19(10):2441-7. doi: 10.1007/s00330-009-1417-3.","Eur Radiol.  2009","PubMed","citation","PMID:19424700","pubmed","19424700","create date:2009/05/09 | first author:Trinquart L",
"What does a single exhaled nitric oxide measurement tell us in asthmatic children?","/pubmed/19863285","Mahut B, Peiffer C, Thibaudon M, Chevalier-Bidaud B, Defrance-Hutinet MF, Trinquart L, Delclaux C.","J Asthma. 2009 Oct;46(8):810-4.","J Asthma.  2009","PubMed","citation","PMID:19863285","pubmed","19863285","create date:2009/10/30 | first author:Mahut B",
"Trends in cardiovascular mortality in patients with rheumatoid arthritis over 50 years: a systematic review and meta-analysis of cohort studies.","/pubmed/19696061","Meune C, Touzé E, Trinquart L, Allanore Y.","Rheumatology (Oxford). 2009 Oct;48(10):1309-13. doi: 10.1093/rheumatology/kep252. Review.","Rheumatology (Oxford).  2009","PubMed","citation","PMID:19696061","pubmed","19696061","create date:2009/08/22 | first author:Meune C",
"Pitfalls in meta-analysis of observational studies: lessons from a systematic review of the risks of stenting for intracranial atherosclerosis.","/pubmed/19745174","Trinquart L, Touzé E.","Stroke. 2009 Oct;40(10):e586-7; author reply e590. doi: 10.1161/STROKEAHA.109.556290. No abstract available. ","Stroke.  2009","PubMed","citation","PMID:19745174","pubmed","19745174","create date:2009/09/12 | first author:Trinquart L",
"Outcomes in older patients after surgical treatment for hip fracture: a new approach to characterise the link between readmissions and the surgical stay.","/pubmed/19596738","Teixeira A, Trinquart L, Raphael M, Bastianic T, Chatellier G, Holstein J.","Age Ageing. 2009 Sep;38(5):584-9. doi: 10.1093/ageing/afp124.","Age Ageing.  2009","PubMed","citation","PMID:19596738","pubmed","19596738","create date:2009/07/15 | first author:Teixeira A",
"Rates and predictors of appropriate implantable cardioverter-defibrillator therapy delivery: results from the EVADEF cohort study.","/pubmed/19619699","Otmani A, Trinquart L, Marijon E, Lavergne T, Waintraub X, Lepillier A, Chatellier G, Le Heuzey JY; EVADEF investigators..","Am Heart J. 2009 Aug;158(2):230-237.e1. doi: 10.1016/j.ahj.2009.05.019.","Am Heart J.  2009","PubMed","citation","PMID:19619699","pubmed","19619699","create date:2009/07/22 | first author:Otmani A",
"Diagnostic accuracy of a rapid real-time polymerase chain reaction assay for universal intrapartum group B streptococcus screening.","/pubmed/19580414","El Helali N, Nguyen JC, Ly A, Giovangrandi Y, Trinquart L.","Clin Infect Dis. 2009 Aug 1;49(3):417-23. doi: 10.1086/600303.","Clin Infect Dis.  2009","PubMed","citation","PMID:19580414","pubmed","19580414","create date:2009/07/08 | first author:El Helali N",
"Coronary artery stenosis in high-risk patients: 64-section CT and coronary angiography--prospective study and analysis of discordance.","/pubmed/19546426","Gouya H, Varenne O, Trinquart L, Touzé E, Vignaux O, Spaulding C, Mas JL, Sablayrolles JL.","Radiology. 2009 Aug;252(2):377-85. doi: 10.1148/radiol.2522081271.","Radiology.  2009","PubMed","citation","PMID:19546426","pubmed","19546426","create date:2009/06/24 | first author:Gouya H",
"Competing risk analysis of cause-specific mortality in patients with an implantable cardioverter-defibrillator: The EVADEF cohort study.","/pubmed/19185651","Marijon E, Trinquart L, Otmani A, Waintraub X, Kacet S, Clémenty J, Chatellier G, Le Heuzey JY; Evaluation Médico-Economique du Défibrillateur Automatique Implantable (EVADEF) Investigators..","Am Heart J. 2009 Feb;157(2):391-397.e1. doi: 10.1016/j.ahj.2008.09.023.","Am Heart J.  2009","PubMed","citation","PMID:19185651","pubmed","19185651","create date:2009/02/03 | first author:Marijon E",
"Presentation and long-term follow-up of refractory celiac disease: comparison of type I with type II.","/pubmed/19014942","Malamut G, Afchain P, Verkarre V, Lecomte T, Amiot A, Damotte D, Bouhnik Y, Colombel JF, Delchier JC, Allez M, Cosnes J, Lavergne-Slove A, Meresse B, Trinquart L, Macintyre E, Radford-Weiss I, Hermine O, Brousse N, Cerf-Bensussan N, Cellier C.","Gastroenterology. 2009 Jan;136(1):81-90. doi: 10.1053/j.gastro.2008.09.069.","Gastroenterology.  2009","PubMed","citation","PMID:19014942","pubmed","19014942","create date:2008/11/19 | first author:Malamut G",
"Can mesenchymal stem cells induce tolerance to cotransplanted human embryonic stem cells?","/pubmed/18841094","Puymirat E, Geha R, Tomescot A, Bellamy V, Larghero J, Trinquart L, Bruneval P, Desnos M, Hagège A, Pucéat M, Menasché P.","Mol Ther. 2009 Jan;17(1):176-82. doi: 10.1038/mt.2008.208.","Mol Ther.  2009","PubMed","citation","PMID:18841094 | PMCID:PMC2834983","pubmed","18841094","create date:2008/10/09 | first author:Puymirat E",
"Relationships between specific airway resistance and forced expiratory flows in asthmatic children.","/pubmed/19381269","Mahut B, Trinquart L, Bokov P, Le Bourgeois M, Waernessyckle S, Peiffer C, Delclaux C.","PLoS One. 2009;4(4):e5270. doi: 10.1371/journal.pone.0005270.","PLoS One.  2009","PubMed","citation","PMID:19381269 | PMCID:PMC2667212","pubmed","19381269","create date:2009/04/22 | first author:Mahut B",
"Endarterectomy Versus Angioplasty in Patients with Symptomatic Severe Carotid Stenosis (EVA-3S) trial: results up to 4 years from a randomised, multicentre trial.","/pubmed/18774745","Mas JL, Trinquart L, Leys D, Albucher JF, Rousseau H, Viguier A, Bossavy JP, Denis B, Piquet P, Garnier P, Viader F, Touzé E, Julia P, Giroud M, Krause D, Hosseini H, Becquemin JP, Hinzelin G, Houdart E, Hénon H, Neau JP, Bracard S, et al.","Lancet Neurol. 2008 Oct;7(10):885-92. doi: 10.1016/S1474-4422(08)70195-9.","Lancet Neurol.  2008","PubMed","citation","PMID:18774745","pubmed","18774745","create date:2008/09/09 | first author:Mas JL",
"Computerized advice on drug dosage to improve prescribing practice.","/pubmed/18646085","Durieux P, Trinquart L, Colombet I, Niès J, Walton R, Rajeswaran A, Rège Walther M, Harvey E, Burnand B.","Cochrane Database Syst Rev. 2008 Jul 16;(3):CD002894. doi: 10.1002/14651858.CD002894.pub2. Review. Update in: Cochrane Database Syst Rev. 2013;11:CD002894. ","Cochrane Database Syst Rev.  2008","PubMed","citation","PMID:18646085","pubmed","18646085","create date:2008/07/23 | first author:Durieux P",
"Clinical and biochemical characteristics of normotensive patients with primary aldosteronism: a comparison with hypertensive cases.","/pubmed/18284637","Médeau V, Moreau F, Trinquart L, Clemessy M, Wémeau JL, Vantyghem MC, Plouin PF, Reznik Y.","Clin Endocrinol (Oxf). 2008 Jul;69(1):20-8. doi: 10.1111/j.1365-2265.2008.03213.x.","Clin Endocrinol (Oxf).  2008","PubMed","citation","PMID:18284637","pubmed","18284637","create date:2008/02/21 | first author:Médeau V",
"Prognostic value of right ventricular dysfunction in patients with haemodynamically stable pulmonary embolism: a systematic review.","/pubmed/18495689","Sanchez O, Trinquart L, Colombet I, Durieux P, Huisman MV, Chatellier G, Meyer G.","Eur Heart J. 2008 Jun;29(12):1569-77. doi: 10.1093/eurheartj/ehn208. Review.","Eur Heart J.  2008","PubMed","citation","PMID:18495689","pubmed","18495689","create date:2008/05/23 | first author:Sanchez O",
"The Myoblast Autologous Grafting in Ischemic Cardiomyopathy (MAGIC) trial: first randomized placebo-controlled study of myoblast transplantation.","/pubmed/18285565","Menasché P, Alfieri O, Janssens S, McKenna W, Reichenspurner H, Trinquart L, Vilquin JT, Marolleau JP, Seymour B, Larghero J, Lake S, Chatellier G, Solomon S, Desnos M, Hagège AA.","Circulation. 2008 Mar 4;117(9):1189-200. doi: 10.1161/CIRCULATIONAHA.107.734103.","Circulation.  2008","PubMed","citation","PMID:18285565","pubmed","18285565","create date:2008/02/21 | first author:Menasché P",
"Non-surgical septal myocardial reduction by coil embolization for hypertrophic obstructive cardiomyopathy: early and 6 months follow-up.","/pubmed/18203702","Durand E, Mousseaux E, Coste P, Pillière R, Dubourg O, Trinquart L, Chatellier G, Hagège A, Desnos M, Lafont A.","Eur Heart J. 2008 Feb;29(3):348-55. doi: 10.1093/eurheartj/ehm632.","Eur Heart J.  2008","PubMed","citation","PMID:18203702","pubmed","18203702","create date:2008/01/22 | first author:Durand E",
"Arterial wall uptake of fluorodeoxyglucose on PET imaging in stable cancer disease patients indicates higher risk for cardiovascular events.","/pubmed/18371592","Paulmier B, Duet M, Khayat R, Pierquet-Ghazzar N, Laissy JP, Maunoury C, Hugonnet F, Sauvaget E, Trinquart L, Faraggi M.","J Nucl Cardiol. 2008 Mar-Apr;15(2):209-17. doi: 10.1016/j.nuclcard.2007.10.009.","J Nucl Cardiol.  2008","PubMed","citation","PMID:18371592","pubmed","18371592","create date:2008/03/29 | first author:Paulmier B",
"Impact of electronic alerts on isolation precautions for patients with multidrug-resistant bacteria.","/pubmed/17954803","Kac G, Grohs P, Durieux P, Trinquart L, Gueneret M, Rodi A, Boiron P, Guillemain R, Leglise J, Meyer G.","Arch Intern Med. 2007 Oct 22;167(19):2086-90.","Arch Intern Med.  2007","PubMed","citation","PMID:17954803","pubmed","17954803","create date:2007/10/24 | first author:Kac G",
"Decreased ADAMTS-13 (A disintegrin-like and metalloprotease with thrombospondin type 1 repeats) is associated with a poor prognosis in sepsis-induced organ failure.","/pubmed/17944029","Martin K, Borgel D, Lerolle N, Feys HB, Trinquart L, Vanhoorelbeke K, Deckmyn H, Legendre P, Diehl JL, Baruch D.","Crit Care Med. 2007 Oct;35(10):2375-82.","Crit Care Med.  2007","PubMed","citation","PMID:17944029","pubmed","17944029","create date:2007/10/19 | first author:Martin K",
