Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The need for treatment of hemodynamic instability following carotid endarterectomy is associated with increased perioperative and 1-year morbidity and mortality.","/pubmed/23994095","Tan TW, Eslami MH, Kalish JA, Eberhardt RT, Doros G, Goodney PP, Cronenwett JL, Farber A; Vascular Study Group of New England..","J Vasc Surg. 2014 Jan;59(1):16-24.e1-2. doi: 10.1016/j.jvs.2013.07.025.","J Vasc Surg.  2014","PubMed","citation","PMID:23994095 | PMCID:PMC3930454","pubmed","23994095","create date:2013/09/03 | first author:Tan TW",
"Hypogonadal obese men with and without diabetes mellitus type 2 lose weight and show improvement in cardiovascular risk factors when treated with testosterone: an observational study.","/pubmed/25091355","Haider A, Saad F, Doros G, Gooren L.","Obes Res Clin Pract. 2014 Jul-Aug;8(4):e339-49. doi: 10.1016/j.orcp.2013.10.005.","Obes Res Clin Pract.  2014","PubMed","citation","PMID:25091355","pubmed","25091355","create date:2014/08/06 | first author:Haider A",
"Interventions on the superficial venous system for chronic venous insufficiency by surgeons in the modern era: an analysis of ACS-NSQIP.","/pubmed/25487248","Carruthers TN, Farber A, Rybin D, Doros G, Eslami MH.","Vasc Endovascular Surg. 2014 Oct-Nov;48(7-8):482-90. doi: 10.1177/1538574414561226.","Vasc Endovascular Surg.  2014","PubMed","citation","PMID:25487248","pubmed","25487248","create date:2014/12/10 | first author:Carruthers TN",
"Long-term treatment of hypogonadal men with testosterone produces substantial and sustained weight loss.","/pubmed/23512691","Saad F, Haider A, Doros G, Traish A.","Obesity (Silver Spring). 2013 Oct;21(10):1975-81. doi: 10.1002/oby.20407.","Obesity (Silver Spring).  2013","PubMed","citation","PMID:23512691","pubmed","23512691","create date:2013/03/21 | first author:Saad F",
"The impact of functional health literacy and acculturation on the oral health status of Somali refugees living in Massachusetts.","/pubmed/23327248","Geltman PL, Adams JH, Cochran J, Doros G, Rybin D, Henshaw M, Barnes LL, Paasche-Orlow M.","Am J Public Health. 2013 Aug;103(8):1516-23. doi: 10.2105/AJPH.2012.300885.","Am J Public Health.  2013","PubMed","citation","PMID:23327248 | PMCID:PMC3640653","pubmed","23327248","create date:2013/01/19 | first author:Geltman PL",
"A repeated measures model for analysis of continuous outcomes in sequential parallel comparison design studies.","/pubmed/23355369","Doros G, Pencina M, Rybin D, Meisner A, Fava M.","Stat Med. 2013 Jul 20;32(16):2767-89. doi: 10.1002/sim.5728.","Stat Med.  2013","PubMed","citation","PMID:23355369","pubmed","23355369","create date:2013/01/29 | first author:Doros G",
"Characterization and outcomes of iliac vessel injury in the 21st century: a review of the National Trauma Data Bank.","/pubmed/23651699","Lauerman MH, Rybin D, Doros G, Kalish J, Hamburg N, Eberhardt RT, Farber A.","Vasc Endovascular Surg. 2013 Jul;47(5):325-30. doi: 10.1177/1538574413487260.","Vasc Endovascular Surg.  2013","PubMed","citation","PMID:23651699","pubmed","23651699","create date:2013/05/09 | first author:Lauerman MH",
"Blood transfusion for lower extremity bypass is associated with increased wound infection and graft thrombosis.","/pubmed/23535163","Tan TW, Farber A, Hamburg NM, Eberhardt RT, Rybin D, Doros G, Eldrup-Jorgensen J, Goodney PP, Cronenwett JL, Kalish JA; Vascular Study Group of New England..","J Am Coll Surg. 2013 May;216(5):1005-1014.e2; quiz 1031-3. doi: 10.1016/j.jamcollsurg.2013.01.006.","J Am Coll Surg.  2013","PubMed","citation","PMID:23535163","pubmed","23535163","create date:2013/03/29 | first author:Tan TW",
"Circulating matrix metalloproteinases and tissue inhibitors of metalloproteinases in cardiac amyloidosis.","/pubmed/23537813","Tanaka K, Essick EE, Doros G, Tanriverdi K, Connors LH, Seldin DC, Sam F.","J Am Heart Assoc. 2013 Mar 12;2(2):e005868. doi: 10.1161/JAHA.112.005868.","J Am Heart Assoc.  2013","PubMed","citation","PMID:23537813 | PMCID:PMC3647258","pubmed","23537813","create date:2013/03/30 | first author:Tanaka K",
"Intraoperative use of dextran is associated with cardiac complications after carotid endarterectomy.","/pubmed/23337295","Farber A, Tan TW, Rybin D, Kalish JA, Hamburg NM, Doros G, Goodney PP, Cronenwett JL; Vascular Study Group of New England..","J Vasc Surg. 2013 Mar;57(3):635-41. doi: 10.1016/j.jvs.2012.09.017.","J Vasc Surg.  2013","PubMed","citation","PMID:23337295 | PMCID:PMC3930465","pubmed","23337295","create date:2013/01/23 | first author:Farber A",
"Massage for perioperative pain and anxiety in placement of vascular access devices.","/pubmed/23341418","Rosen J, Lawrence R, Bouchard M, Doros G, Gardiner P, Saper R.","Adv Mind Body Med. 2013 Winter;27(1):12-23.","Adv Mind Body Med.  2013","PubMed","citation","PMID:23341418","pubmed","23341418","create date:2013/01/24 | first author:Rosen J",
"Are there variances of calculated free testosterone attributed to variations in albumin and sex hormone-binding globulin concentrations in men?","/pubmed/23543029","Guay AT, Traish AM, Hislop-Chestnut DT, Doros G, Gawoski JM.","Endocr Pract. 2013 Mar-Apr;19(2):236-42. doi: 10.4158/EP12113.OR.","Endocr Pract.  2013","PubMed","citation","PMID:23543029","pubmed","23543029","create date:2013/04/02 | first author:Guay AT",
"Transitioning from Stratus OCT to Cirrus OCT using Lin's concordance coefficient.","/pubmed/22215256","Abedi G, Doros G, Subramanian ML.","Graefes Arch Clin Exp Ophthalmol. 2013 Jan;251(1):411-2. doi: 10.1007/s00417-011-1899-y. No abstract available. ","Graefes Arch Clin Exp Ophthalmol.  2013","PubMed","citation","PMID:22215256","pubmed","22215256","create date:2012/01/05 | first author:Abedi G",
"Amyloidosis of the gastrointestinal tract: a 13-year, single-center, referral experience.","/pubmed/22733017","Cowan AJ, Skinner M, Seldin DC, Berk JL, Lichtenstein DR, O'Hara CJ, Doros G, Sanchorawala V.","Haematologica. 2013 Jan;98(1):141-6. doi: 10.3324/haematol.2012.068155.","Haematologica.  2013","PubMed","citation","PMID:22733017 | PMCID:PMC3533676","pubmed","22733017","create date:2012/06/27 | first author:Cowan AJ",
"Amyloid deposits in the bone marrow of patients with immunoglobulin light chain amyloidosis do not impact stem cell mobilization or engraftment.","/pubmed/22842332","Cowan AJ, Seldin DC, Skinner M, Quillen K, Doros G, Tan J, O'Hara C, Finn KT, Sanchorawala V.","Biol Blood Marrow Transplant. 2012 Dec;18(12):1935-8. doi: 10.1016/j.bbmt.2012.07.016.","Biol Blood Marrow Transplant.  2012","PubMed","citation","PMID:22842332 | PMCID:PMC4161277","pubmed","22842332","create date:2012/07/31 | first author:Cowan AJ",
"Associated venous injury significantly complicates presentation, management, and outcomes of axillosubclavian arterial trauma.","/pubmed/24293980","Kalish J, Nguyen T, Hamburg N, Eberhardt R, Rybin D, Doros G, Farber A.","Int J Angiol. 2012 Dec;21(4):217-22. doi: 10.1055/s-0032-1330969.","Int J Angiol.  2012","PubMed","citation","PMID:24293980 | PMCID:PMC3578607","pubmed","24293980","create date:2013/12/03 | first author:Kalish J",
"High-dose melphalan and stem cell transplantation for patients with AL amyloidosis: trends in treatment-related mortality over the past 17 years at a single referral center.","/pubmed/23175664","Tsai SB, Seldin DC, Quillen K, Berk JL, Ruberg FL, Meier-Ewert H, Sloan JM, Doros G, Finn KT, Skinner M, Sanchorawala V.","Blood. 2012 Nov 22;120(22):4445-6. doi: 10.1182/blood-2012-09-457341. No abstract available. ","Blood.  2012","PubMed","citation","PMID:23175664","pubmed","23175664","create date:2012/11/24 | first author:Tsai SB",
"Shorter duration of femoral-popliteal bypass is associated with decreased surgical site infection and shorter hospital length of stay.","/pubmed/22819641","Tan TW, Kalish JA, Hamburg NM, Rybin D, Doros G, Eberhardt RT, Farber A.","J Am Coll Surg. 2012 Oct;215(4):512-8. doi: 10.1016/j.jamcollsurg.2012.06.007.","J Am Coll Surg.  2012","PubMed","citation","PMID:22819641","pubmed","22819641","create date:2012/07/24 | first author:Tan TW",
"Early fasciotomy in patients with extremity vascular injury is associated with decreased risk of adverse limb outcomes: a review of the National Trauma Data Bank.","/pubmed/21719009","Farber A, Tan TW, Hamburg NM, Kalish JA, Joglar F, Onigman T, Rybin D, Doros G, Eberhardt RT.","Injury. 2012 Sep;43(9):1486-91. doi: 10.1016/j.injury.2011.06.006.","Injury.  2012","PubMed","citation","PMID:21719009 | PMCID:PMC3777619","pubmed","21719009","create date:2011/07/02 | first author:Farber A",
"Alterations in brain transition metals in Huntington disease: an evolving and intricate story.","/pubmed/22393169","Rosas HD, Chen YI, Doros G, Salat DH, Chen NK, Kwong KK, Bush A, Fox J, Hersch SM.","Arch Neurol. 2012 Jul;69(7):887-93.","Arch Neurol.  2012","PubMed","citation","PMID:22393169 | PMCID:PMC3652228","pubmed","22393169","create date:2012/03/07 | first author:Rosas HD",
"Muscle power failure in mobility-limited older adults: preserved single fiber function despite lower whole muscle size, quality and rate of neuromuscular activation.","/pubmed/22005960","Reid KF, Doros G, Clark DJ, Patten C, Carabello RJ, Cloutier GJ, Phillips EM, Krivickas LS, Frontera WR, Fielding RA.","Eur J Appl Physiol. 2012 Jun;112(6):2289-301. doi: 10.1007/s00421-011-2200-0.","Eur J Appl Physiol.  2012","PubMed","citation","PMID:22005960 | PMCID:PMC3394542","pubmed","22005960","create date:2011/10/19 | first author:Reid KF",
"Outcome of AL amyloidosis after high-dose melphalan and autologous stem cell transplantation: long-term results in a series of 421 patients.","/pubmed/21828140","Cibeira MT, Sanchorawala V, Seldin DC, Quillen K, Berk JL, Dember LM, Segal A, Ruberg F, Meier-Ewert H, Andrea NT, Sloan JM, Finn KT, Doros G, Blade J, Skinner M.","Blood. 2011 Oct 20;118(16):4346-52. doi: 10.1182/blood-2011-01-330738.","Blood.  2011","PubMed","citation","PMID:21828140 | PMCID:PMC3204906","pubmed","21828140","create date:2011/08/11 | first author:Cibeira MT",
"Limb outcome and mortality in lower and upper extremity arterial injury: a comparison using the National Trauma Data Bank.","/pubmed/21984027","Tan TW, Joglar FL, Hamburg NM, Eberhardt RT, Shaw PM, Rybin D, Doros G, Farber A.","Vasc Endovascular Surg. 2011 Oct;45(7):592-7. doi: 10.1177/1538574411415125.","Vasc Endovascular Surg.  2011","PubMed","citation","PMID:21984027","pubmed","21984027","create date:2011/10/11 | first author:Tan TW",
"Follistatin-like 1 in chronic systolic heart failure: a marker of left ventricular remodeling.","/pubmed/21622850","El-Armouche A, Ouchi N, Tanaka K, Doros G, Wittköpper K, Schulze T, Eschenhagen T, Walsh K, Sam F.","Circ Heart Fail. 2011 Sep;4(5):621-7. doi: 10.1161/CIRCHEARTFAILURE.110.960625.","Circ Heart Fail.  2011","PubMed","citation","PMID:21622850 | PMCID:PMC3178753","pubmed","21622850","create date:2011/05/31 | first author:El-Armouche A",
"Transitioning from stratus OCT to cirrus OCT: a comparison and a proposed equation to convert central subfield macular thickness measurements in healthy subjects.","/pubmed/21720815","Abedi G, Patal P, Doros G, Subramanian ML.","Graefes Arch Clin Exp Ophthalmol. 2011 Sep;249(9):1353-7. doi: 10.1007/s00417-011-1725-6.","Graefes Arch Clin Exp Ophthalmol.  2011","PubMed","citation","PMID:21720815","pubmed","21720815","create date:2011/07/02 | first author:Abedi G",
"Weight-based, insulin dose-related hypoglycemia in hospitalized patients with diabetes.","/pubmed/21700919","Rubin DJ, Rybin D, Doros G, McDonnell ME.","Diabetes Care. 2011 Aug;34(8):1723-8. doi: 10.2337/dc10-2434.","Diabetes Care.  2011","PubMed","citation","PMID:21700919 | PMCID:PMC3142056","pubmed","21700919","create date:2011/06/28 | first author:Rubin DJ",
"A tale of two factors: what determines the rate of progression in Huntington's disease? A longitudinal MRI study.","/pubmed/21611979","Rosas HD, Reuter M, Doros G, Lee SY, Triggs T, Malarick K, Fischl B, Salat DH, Hersch SM.","Mov Disord. 2011 Aug 1;26(9):1691-7. doi: 10.1002/mds.23762.","Mov Disord.  2011","PubMed","citation","PMID:21611979 | PMCID:PMC3155608","pubmed","21611979","create date:2011/05/26 | first author:Rosas HD",
"A point-of-care clinical trial comparing insulin administered using a sliding scale versus a weight-based regimen.","/pubmed/21478329","Fiore LD, Brophy M, Ferguson RE, D'Avolio L, Hermos JA, Lew RA, Doros G, Conrad CH, O'Neil JA Jr, Sabin TP, Kaufman J, Swartz SL, Lawler E, Liang MH, Gaziano JM, Lavori PW.","Clin Trials. 2011 Apr;8(2):183-95. doi: 10.1177/1740774510395635.","Clin Trials.  2011","PubMed","citation","PMID:21478329 | PMCID:PMC3195898","pubmed","21478329","create date:2011/04/12 | first author:Fiore LD",
"Randomized controlled trial of a personalized cellular phone reminder system to enhance adherence to antiretroviral therapy.","/pubmed/21323532","Hardy H, Kumar V, Doros G, Farmer E, Drainoni ML, Rybin D, Myung D, Jackson J, Backman E, Stanic A, Skolnik PR.","AIDS Patient Care STDS. 2011 Mar;25(3):153-61. doi: 10.1089/apc.2010.0006.","AIDS Patient Care STDS.  2011","PubMed","citation","PMID:21323532 | PMCID:PMC3101947","pubmed","21323532","create date:2011/02/18 | first author:Hardy H",
"Endovascular revascularization of symptomatic infrapopliteal arteriosclerotic occlusive disease: comparison of atherectomy and angioplasty.","/pubmed/22532766","Tan TW, Semaan E, Nasr W, Eberhardt RT, Hamburg N, Doros G, Rybin D, Shaw PM, Farber A.","Int J Angiol. 2011 Mar;20(1):19-24. doi: 10.1055/s-0031-1272545.","Int J Angiol.  2011","PubMed","citation","PMID:22532766 | PMCID:PMC3331632","pubmed","22532766","create date:2012/04/26 | first author:Tan TW",
"Optimization of an HTRF Assay for the Detection of Soluble Mutant Huntingtin in Human Buffy Coats: A Potential Biomarker in Blood for Huntington Disease.","/pubmed/21278900","Moscovitch-Lopatin M, Weiss A, Rosas HD, Ritch J, Doros G, Kegel KB, Difiglia M, Kuhn R, Bilbe G, Paganetti P, Hersch S.","PLoS Curr. 2010 Dec 29;2:RRN1205. doi: 10.1371/currents.RRN1205.","PLoS Curr.  2010","PubMed","citation","PMID:21278900 | PMCID:PMC3015780","pubmed","21278900","create date:2011/02/01 | first author:Moscovitch-Lopatin M",
"Oral cyclic melphalan and dexamethasone for patients with AL amyloidosis.","/pubmed/21156464","Sanchorawala V, Seldin DC, Berk JL, Sloan JM, Doros G, Skinner M.","Clin Lymphoma Myeloma Leuk. 2010 Dec;10(6):469-72. doi: 10.3816/CLML.2010.n.081.","Clin Lymphoma Myeloma Leuk.  2010","PubMed","citation","PMID:21156464","pubmed","21156464","create date:2010/12/16 | first author:Sanchorawala V",
"Expressive writing is a promising therapeutic modality for the management of IBS: a pilot study.","/pubmed/20551938","Halpert A, Rybin D, Doros G.","Am J Gastroenterol. 2010 Nov;105(11):2440-8. doi: 10.1038/ajg.2010.246.","Am J Gastroenterol.  2010","PubMed","citation","PMID:20551938","pubmed","20551938","create date:2010/06/17 | first author:Halpert A",
"Durable hematologic complete responses can be achieved with lenalidomide in AL amyloidosis.","/pubmed/20847211","Sanchorawala V, Finn KT, Fennessey S, Shelton A, Doros G, Zeldis JB, Seldin DC.","Blood. 2010 Sep 16;116(11):1990-1. doi: 10.1182/blood-2010-07-295485. No abstract available. ","Blood.  2010","PubMed","citation","PMID:20847211","pubmed","20847211","create date:2010/09/18 | first author:Sanchorawala V",
"A third-year surgery clerkship with extensive exposure to vascular surgery improves knowledge about vascular disease and the role of vascular surgeons in its management.","/pubmed/20484079","Malikova MA, Doros G, Joglar F, Rybin D, Petros JG, Farber A.","Vasc Endovascular Surg. 2010 Jul;44(5):361-7. doi: 10.1177/1538574410362111. No abstract available. ","Vasc Endovascular Surg.  2010","PubMed","citation","PMID:20484079","pubmed","20484079","create date:2010/05/21 | first author:Malikova MA",
"Short and long-term outcome of treatment with high-dose melphalan and stem cell transplantation for multiple myeloma-associated AL amyloidosis.","/pubmed/20012043","Girnius S, Seldin DC, Skinner M, Finn KT, Quillen K, Doros G, Sanchorawala V.","Ann Hematol. 2010 Jun;89(6):579-84. doi: 10.1007/s00277-009-0874-8.","Ann Hematol.  2010","PubMed","citation","PMID:20012043","pubmed","20012043","create date:2009/12/17 | first author:Girnius S",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Impact of REM sleep on distortions of self-concept, mood and memory in depressed/anxious participants.","/pubmed/19631989","McNamara P, Auerbach S, Johnson P, Harris E, Doros G.","J Affect Disord. 2010 May;122(3):198-207. doi: 10.1016/j.jad.2009.06.030.","J Affect Disord.  2010","PubMed","citation","PMID:19631989 | PMCID:PMC2847051","pubmed","19631989","create date:2009/07/28 | first author:McNamara P",
"Mortality associated with caregiving, general stress, and caregiving-related stress in elderly women: results of caregiver-study of osteoporotic fractures.","/pubmed/20374395","Fredman L, Cauley JA, Hochberg M, Ensrud KE, Doros G; Study of Osteoporotic Fractures..","J Am Geriatr Soc. 2010 May;58(5):937-43. doi: 10.1111/j.1532-5415.2010.02808.x.","J Am Geriatr Soc.  2010","PubMed","citation","PMID:20374395 | PMCID:PMC3516370","pubmed","20374395","create date:2010/04/09 | first author:Fredman L",
"Caregiving, metabolic syndrome indicators, and 1-year decline in walking speed: results of Caregiver-SOF.","/pubmed/20351074","Fredman L, Doros G, Cauley JA, Hillier TA, Hochberg MC.","J Gerontol A Biol Sci Med Sci. 2010 May;65(5):565-72. doi: 10.1093/gerona/glq025.","J Gerontol A Biol Sci Med Sci.  2010","PubMed","citation","PMID:20351074 | PMCID:PMC2854884","pubmed","20351074","create date:2010/03/31 | first author:Fredman L",
"Endovascular management of the popliteal artery: comparison of atherectomy and angioplasty.","/pubmed/19942598","Semaan E, Hamburg N, Nasr W, Shaw P, Eberhardt R, Woodson J, Doros G, Rybin D, Farber A.","Vasc Endovascular Surg. 2010 Jan;44(1):25-31. doi: 10.1177/1538574409345028.","Vasc Endovascular Surg.  2010","PubMed","citation","PMID:19942598 | PMCID:PMC4429911","pubmed","19942598","create date:2009/11/28 | first author:Semaan E",
"Comparison of the efficacy of upper arm transposed arteriovenous fistulae and upper arm prosthetic grafts.","/pubmed/19782518","Woo K, Doros G, Ng T, Farber A.","J Vasc Surg. 2009 Dec;50(6):1405-11.e1-2. doi: 10.1016/j.jvs.2009.07.090.","J Vasc Surg.  2009","PubMed","citation","PMID:19782518","pubmed","19782518","create date:2009/09/29 | first author:Woo K",
"Cardiac amyloidosis in African Americans: comparison of clinical and laboratory features of transthyretin V122I amyloidosis and immunoglobulin light chain amyloidosis.","/pubmed/19781421","Connors LH, Prokaeva T, Lim A, Théberge R, Falk RH, Doros G, Berg A, Costello CE, O'Hara C, Seldin DC, Skinner M.","Am Heart J. 2009 Oct;158(4):607-14. doi: 10.1016/j.ahj.2009.08.006.","Am Heart J.  2009","PubMed","citation","PMID:19781421","pubmed","19781421","create date:2009/09/29 | first author:Connors LH",
"The influence of black race on treatment and mortality for early-stage breast cancer.","/pubmed/19648837","Berz JP, Johnston K, Backus B, Doros G, Rose AJ, Pierre S, Battaglia TA.","Med Care. 2009 Sep;47(9):986-92. doi: 10.1097/MLR.0b013e31819e1f2b.","Med Care.  2009","PubMed","citation","PMID:19648837","pubmed","19648837","create date:2009/08/04 | first author:Berz JP",
"Caregiving intensity and change in physical functioning over a 2-year period: results of the caregiver-study of osteoporotic fractures.","/pubmed/19443666","Fredman L, Doros G, Ensrud KE, Hochberg MC, Cauley JA.","Am J Epidemiol. 2009 Jul 15;170(2):203-10. doi: 10.1093/aje/kwp102.","Am J Epidemiol.  2009","PubMed","citation","PMID:19443666 | PMCID:PMC2727270","pubmed","19443666","create date:2009/05/16 | first author:Fredman L",
"Hepatic response after high-dose melphalan and stem cell transplantation in patients with AL amyloidosis associated liver disease.","/pubmed/19454500","Girnius S, Seldin DC, Skinner M, Finn KT, Quillen K, Doros G, Sanchorawala V.","Haematologica. 2009 Jul;94(7):1029-32. doi: 10.3324/haematol.2008.001925.","Haematologica.  2009","PubMed","citation","PMID:19454500 | PMCID:PMC2704317","pubmed","19454500","create date:2009/05/21 | first author:Girnius S",
"The Boston bowel preparation scale: a valid and reliable instrument for colonoscopy-oriented research.","/pubmed/19136102","Lai EJ, Calderwood AH, Doros G, Fix OK, Jacobson BC.","Gastrointest Endosc. 2009 Mar;69(3 Pt 2):620-5. doi: 10.1016/j.gie.2008.05.057.","Gastrointest Endosc.  2009","PubMed","citation","PMID:19136102 | PMCID:PMC2763922","pubmed","19136102","create date:2009/01/13 | first author:Lai EJ",
"Diagnosis and measurement of subjective incompetence: the clinical hallmark of demoralization.","/pubmed/19713728","Cockram CA, Doros G, de Figueiredo JM.","Psychother Psychosom. 2009;78(6):342-5. doi: 10.1159/000235737.","Psychother Psychosom.  2009","PubMed","citation","PMID:19713728","pubmed","19713728","create date:2009/08/29 | first author:Cockram CA",
"Retrospective evaluation of a computerized physician order entry adaptation to prevent prescribing errors in a pediatric emergency department.","/pubmed/18829802","Sard BE, Walsh KE, Doros G, Hannon M, Moschetti W, Bauchner H.","Pediatrics. 2008 Oct;122(4):782-7. doi: 10.1542/peds.2007-3064.","Pediatrics.  2008","PubMed","citation","PMID:18829802 | PMCID:PMC4136972","pubmed","18829802","create date:2008/10/03 | first author:Sard BE",
"A comparison of the short-term effects of oral conjugated equine estrogens versus transdermal estradiol on C-reactive protein, other serum markers of inflammation, and other hepatic proteins in naturally menopausal women.","/pubmed/18303079","Shifren JL, Rifai N, Desindes S, McIlwain M, Doros G, Mazer NA.","J Clin Endocrinol Metab. 2008 May;93(5):1702-10. doi: 10.1210/jc.2007-2193.","J Clin Endocrinol Metab.  2008","PubMed","citation","PMID:18303079","pubmed","18303079","create date:2008/02/28 | first author:Shifren JL",
"Long-term outcome of patients with AL amyloidosis treated with high-dose melphalan and stem-cell transplantation.","/pubmed/17673601","Sanchorawala V, Skinner M, Quillen K, Finn KT, Doros G, Seldin DC.","Blood. 2007 Nov 15;110(10):3561-3.","Blood.  2007","PubMed","citation","PMID:17673601 | PMCID:PMC2077307","pubmed","17673601","create date:2007/08/04 | first author:Sanchorawala V",
"Soft tissue, joint, and bone manifestations of AL amyloidosis: clinical presentation, molecular features, and survival.","/pubmed/17968927","Prokaeva T, Spencer B, Kaut M, Ozonoff A, Doros G, Connors LH, Skinner M, Seldin DC.","Arthritis Rheum. 2007 Nov;56(11):3858-68.","Arthritis Rheum.  2007","PubMed","citation","PMID:17968927","pubmed","17968927","create date:2007/10/31 | first author:Prokaeva T",
"Evaluation of the efficacy of the transposed upper arm arteriovenous fistula: a single institutional review of 190 basilic and cephalic vein transposition procedures.","/pubmed/17543490","Woo K, Farber A, Doros G, Killeen K, Kohanzadeh S.","J Vasc Surg. 2007 Jul;46(1):94-99; discussion 100.","J Vasc Surg.  2007","PubMed","citation","PMID:17543490","pubmed","17543490","create date:2007/06/05 | first author:Woo K",
"Antiretroviral treatment regimen outcomes among HIV-infected prisoners.","/pubmed/17720660","Springer SA, Friedland GH, Doros G, Pesanti E, Altice FL.","HIV Clin Trials. 2007 Jul-Aug;8(4):205-12.","HIV Clin Trials.  2007","PubMed","citation","PMID:17720660 | PMCID:PMC2409059","pubmed","17720660","create date:2007/08/28 | first author:Springer SA",
"A randomized, open-label, crossover study comparing the effects of oral versus transdermal estrogen therapy on serum androgens, thyroid hormones, and adrenal hormones in naturally menopausal women.","/pubmed/17507833","Shifren JL, Desindes S, McIlwain M, Doros G, Mazer NA.","Menopause. 2007 Nov-Dec;14(6):985-94.","Menopause.  2007","PubMed","citation","PMID:17507833","pubmed","17507833","create date:2007/05/18 | first author:Shifren JL",
"Unit bias. A new heuristic that helps explain the effect of portion size on food intake.","/pubmed/16771803","Geier AB, Rozin P, Doros G.","Psychol Sci. 2006 Jun;17(6):521-5.","Psychol Sci.  2006","PubMed","citation","PMID:16771803","pubmed","16771803","create date:2006/06/15 | first author:Geier AB",
"Recent treatment history vs clinical characteristics in the prediction of use of outpatient psychiatric services.","/pubmed/16374531","de Figueiredo JM, Boerstler H, Doros G.","Soc Psychiatry Psychiatr Epidemiol. 2006 Feb;41(2):130-9.","Soc Psychiatry Psychiatr Epidemiol.  2006","PubMed","citation","PMID:16374531","pubmed","16374531","create date:2005/12/24 | first author:de Figueiredo JM",
"Probability of replication revisited: comment on ""An alternative to Null-Hypothesis Significance Tests."".","/pubmed/16313667","Doros G, Geier AB.","Psychol Sci. 2005 Dec;16(12):1005-6. No abstract available. ","Psychol Sci.  2005","PubMed","citation","PMID:16313667","pubmed","16313667","create date:2005/11/30 | first author:Doros G",
"Effectiveness of antiretroviral therapy among HIV-infected prisoners: reincarceration and the lack of sustained benefit after release to the community.","/pubmed/15227623","Springer SA, Pesanti E, Hodges J, Macura T, Doros G, Altice FL.","Clin Infect Dis. 2004 Jun 15;38(12):1754-60.","Clin Infect Dis.  2004","PubMed","citation","PMID:15227623","pubmed","15227623","create date:2004/07/01 | first author:Springer SA",
